YDH,Load
1505218,779.408
1505219,774.894
1505220,781.135
1505221,789.507
1505222,820.496
1505223,828.822
1505300,798.704
1505301,784.683
1505302,734.131
1505303,678.685
1505304,631.477
1505305,597.528
1505306,577.258
1505307,568.056
1505308,562.973
1505309,570.267
1505310,583.511
1505311,618.088
1505312,663.871
1505313,707.708
1505314,726.556
1505315,714.325
1505316,701.11
1505317,687.35
1505318,666.304
1505319,654.467
1505320,661.612
1505321,682.123
1505322,740.208
1505323,766.808
1505400,742.802
1505401,730.59
1505402,675.843
1505403,624.604
1505404,588.368
1505405,564.902
1505406,550.71
1505407,544.144
1505408,549.992
1505409,574.343
1505410,628.669
1505411,713.024
1505412,764.713
1505413,774.352
1505414,769.844
1505415,767.476
1505416,769.467
1505417,760.29
1505418,752.361
1505419,749.828
1505420,759.375
1505421,785.891
1505422,839.602
1505423,872.525
1505500,856.624
1505501,848.731
1505502,795.092
1505503,741.842
1505504,700.928
1505505,676.049
1505506,663.1
1505507,657.332
1505508,660.06
1505509,675.258
1505510,723.101
1505511,801.256
1505512,837.484
1505513,840.209
1505514,837.046
1505515,829.522
1505516,812.753
1505517,802.051
1505518,800.549
1505519,792.309
1505520,788.338
1505521,803.213
1505522,844.51
1505523,867.897
1505600,846.696
1505601,832.748
1505602,781.102
1505603,719.945
1505604,675.916
1505605,645.564
1505606,628.838
1505607,618.834
1505608,620.218
1505609,636.695
1505610,681.722
1505611,759.573
1505612,795.924
1505613,781.777
1505614,761.182
1505615,751.781
1505616,751.155
1505617,742.446
1505618,744.789
1505619,734.154
1505620,735.519
1505621,755.643
1505622,800.112
1505623,835.124
1505700,817.993
1505701,811.711
1505702,762.847
1505703,701.265
1505704,660.202
1505705,636.733
1505706,623.929
1505707,618.528
1505708,619.348
1505709,637.378
1505710,683.749
1505711,764.671
1505712,811.004
1505713,821.209
1505714,818.349
1505715,810.077
1505716,801.847
1505717,785.664
1505718,774.585
1505719,760.767
1505720,774.192
1505721,791.383
1505722,825.885
1505723,858.567
1505800,842.925
1505801,827.951
1505802,777.465
1505803,716.717
1505804,675.202
1505805,648.748
1505806,636.48
1505807,627.687
1505808,630.442
1505809,648.403
1505810,693.85
1505811,771.891
1505812,809.947
1505813,800.973
1505814,778.606
1505815,763.962
1505816,753.723
1505817,731.6
1505818,719.848
1505819,713.598
1505820,720.236
1505821,744.228
1505822,787.78
1505823,826.413
1505900,811.142
1505901,808.048
1505902,772.61
1505903,724.238
1505904,681.223
1505905,650.735
1505906,633.693
1505907,623.325
1505908,622.613
1505909,628.167
1505910,653.727
1505911,695.862
1505912,731.525
1505913,746.509
1505914,741.098
1505915,725.966
1505916,708.954
1505917,687.767
1505918,667.33
1505919,657.232
1505920,668.392
1505921,696.128
1505922,750.986
1505923,790.133
1506000,773.371
1506001,766.748
1506002,725.801
1506003,680.637
1506004,643.618
1506005,616.902
1506006,603.109
1506007,596.607
1506008,597.944
1506009,602.208
1506010,620.502
1506011,652.417
1506012,698.647
1506013,739.109
1506014,756.959
1506015,742.298
1506016,717.868
1506017,703.3
1506018,699.324
1506019,699.496
1506020,722.485
1506021,740.829
1506022,771.582
1506023,792.382
1506100,767.2
1506101,750.972
1506102,694.312
1506103,639.878
1506104,600.137
1506105,577.388
1506106,563.224
1506107,556.947
1506108,556.603
1506109,573.914
1506110,620.565
1506111,703.082
1506112,748.585
1506113,760.292
1506114,759.691
1506115,754.484
1506116,745.493
1506117,744.265
1506118,745.164
1506119,734.752
1506120,738.229
1506121,757.727
1506122,793.724
1506123,825.385
1506200,804.206
1506201,790.03
1506202,739.154
1506203,680.474
1506204,636.695
1506205,613.725
1506206,598.037
1506207,593.286
1506208,597.866
1506209,617.464
1506210,664.352
1506211,746.441
1506212,777.724
1506213,763.748
1506214,747.849
1506215,732.793
1506216,734.798
1506217,726.886
1506218,739.24
1506219,749.495
1506220,758.504
1506221,771.001
1506222,808.576
1506223,836.038
1506300,813.462
1506301,799.303
1506302,741.915
1506303,673.62
1506304,628.505
1506305,598.931
1506306,581.781
1506307,568.91
1506308,568.176
1506309,582.302
1506310,627.169
1506311,713.519
1506312,754.446
1506313,750.19
1506314,745.422
1506315,733.115
1506316,726.877
1506317,715.149
1506318,702.937
1506319,686.557
1506320,700.939
1506321,724.043
1506322,761.617
1506323,793.951
1506400,778.224
1506401,764.61
1506402,710.375
1506403,649.503
1506404,605.008
1506405,578.615
1506406,563.696
1506407,559.606
1506408,562.288
1506409,579.094
1506410,633.674
1506411,726.09
1506412,772.099
1506413,782.158
1506414,778.625
1506415,780.664
1506416,772.156
1506417,770.262
1506418,767.92
1506419,762.949
1506420,760.21
1506421,778.268
1506422,805.435
1506423,846.531
1506500,831.712
1506501,823.816
1506502,774.202
1506503,712.84
1506504,671.616
1506505,647.08
1506506,634.158
1506507,629.927
1506508,635.206
1506509,652.224
1506510,704.578
1506511,791.704
1506512,820.525
1506513,792.561
1506514,770.876
1506515,750.499
1506516,738.188
1506517,717.109
1506518,707.29
1506519,696.405
1506520,699.24
1506521,723.926
1506522,770.021
1506523,810.617
1506600,798.052
1506601,793.85
1506602,752.766
1506603,702.136
1506604,660.027
1506605,629.419
1506606,609.537
1506607,601.265
1506608,598.943
1506609,604.351
1506610,626.302
1506611,662.829
1506612,706.405
1506613,722.073
1506614,718.058
1506615,703.935
1506616,694.541
1506617,674.948
1506618,665.959
1506619,664.175
1506620,677.604
1506621,698.148
1506622,739.612
1506623,769.872
1506700,749.753
1506701,739.359
1506702,696.538
1506703,646.271
1506704,602.473
1506705,571.878
1506706,549.798
1506707,536.846
1506708,552.977
1506709,559.307
1506710,590.42
1506711,623.56
1506712,666.84
1506713,686.954
1506714,687.524
1506715,673.329
1506716,664.003
1506717,655.945
1506718,658.789
1506719,661.477
1506720,653.359
1506721,676.692
1506722,721.862
1506723,735.57
1506800,747.994
1506801,691.795
1506802,618.774
1506803,587.245
1506804,552.317
1506805,544.23
1506806,536.306
1506807,539.177
1506808,551.175
1506809,598.137
1506810,688.645
1506811,749.59
1506812,756.443
1506813,754.252
1506814,740.917
1506815,714.3
1506816,686.919
1506817,671.827
1506818,654.188
1506819,652.153
1506820,659.78
1506821,685.131
1506822,724.985
1506823,756.098
1506900,754.38
1506901,702.696
1506902,639.427
1506903,593.302
1506904,564.455
1506905,549.146
1506906,535.998
1506907,535.292
1506908,552.717
1506909,602.623
1506910,692.4
1506911,747.461
1506912,740.839
1506913,722.478
1506914,699.152
1506915,679.72
1506916,664.731
1506917,661.843
1506918,654.824
1506919,657.964
1506920,673.078
1506921,707.389
1506922,737.232
1506923,751.937
1507000,745.864
1507001,691.452
1507002,628.133
1507003,580.444
1507004,550.834
1507005,531.927
1507006,523.454
1507007,524.352
1507008,540.241
1507009,588.607
1507010,680.149
1507011,734.733
1507012,728.505
1507013,712.233
1507014,695.327
1507015,678.714
1507016,672.898
1507017,660.505
1507018,645.569
1507019,634.775
1507020,638.995
1507021,669.497
1507022,707.587
1507023,738.049
1507100,743.424
1507101,689.115
1507102,625.173
1507103,581.473
1507104,553.495
1507105,538.519
1507106,531.883
1507107,535.773
1507108,554.076
1507109,607.374
1507110,700.807
1507111,756.256
1507112,749.369
1507113,734.203
1507114,715.893
1507115,698.675
1507116,678.476
1507117,666.445
1507118,653.921
1507119,652.441
1507120,667.135
1507121,702.8
1507122,745.139
1507123,777.73
1507200,780.428
1507201,732.276
1507202,671.415
1507203,624.78
1507204,594.077
1507205,580.69
1507206,576.541
1507207,576.788
1507208,589.724
1507209,637.625
1507210,725.25
1507211,774.966
1507212,756.721
1507213,728.657
1507214,713.149
1507215,713.375
1507216,697.45
1507217,698.126
1507218,690.133
1507219,689.448
1507220,697.885
1507221,711.679
1507222,728.267
1507223,742.539
1507300,744.696
1507301,701.148
1507302,650.179
1507303,602.71
1507304,567.503
1507305,546.54
1507306,535.441
1507307,532.606
1507308,534.269
1507309,553.613
1507310,592.596
1507311,645.32
1507312,690.298
1507313,717.108
1507314,719.669
1507315,719.745
1507316,716.535
1507317,703.745
1507318,695.512
1507319,695.816
1507320,702.712
1507321,714.125
1507322,722.025
1507323,722.213
1507400,714.572
1507401,670.982
1507402,621.413
1507403,578.091
1507404,544.569
1507405,522.214
1507406,512.173
1507407,511.075
1507408,513.171
1507409,527.127
1507410,556.831
1507411,605.132
1507412,656.591
1507413,694.443
1507414,709.745
1507415,717.134
1507416,714.003
1507417,702.773
1507418,693.158
1507419,694.454
1507420,706.802
1507421,719.178
1507422,729.382
1507423,744.875
1507500,741.799
1507501,684.571
1507502,629.433
1507503,587.308
1507504,557.358
1507505,545.107
1507506,543.784
1507507,545.172
1507508,563.87
1507509,615.308
1507510,712.404
1507511,764.927
1507512,749.751
1507513,726.576
1507514,716.843
1507515,717.686
1507516,708.171
1507517,687.705
1507518,661.947
1507519,656.243
1507520,651.119
1507521,691.786
1507522,728.007
1507523,749.231
1507600,748.342
1507601,691.348
1507602,625.116
1507603,575.634
1507604,547.818
1507605,528.585
1507606,517.218
1507607,519.232
1507608,534.401
1507609,581.691
1507610,669.39
1507611,727.522
1507612,735.14
1507613,739.982
1507614,741.026
1507615,742.82
1507616,735.705
1507617,728.754
1507618,722.148
1507619,707.635
1507620,699.454
1507621,718.27
1507622,741.297
1507623,766.552
1507700,766.33
1507701,713.877
1507702,648.427
1507703,604.001
1507704,577.664
1507705,565.649
1507706,560.944
1507707,564.067
1507708,582.087
1507709,632.75
1507710,725.499
1507711,776.157
1507712,764.537
1507713,740.317
1507714,722.273
1507715,707.429
1507716,696.161
1507717,691.281
1507718,683.21
1507719,687.361
1507720,705.21
1507721,734.56
1507722,763.131
1507723,789.519
1507800,791.91
1507801,740.606
1507802,674.775
1507803,628.414
1507804,601.301
1507805,586.706
1507806,580.938
1507807,583.118
1507808,602.529
1507809,652.511
1507810,744.204
1507811,790.608
1507812,764.557
1507813,734.915
1507814,716.111
1507815,701.806
1507816,687.47
1507817,677.508
1507818,659.59
1507819,654.488
1507820,664.391
1507821,694.674
1507822,736.231
1507823,768.007
1507900,779.882
1507901,729.884
1507902,669.588
1507903,621.814
1507904,593.638
1507905,578.073
1507906,571.98
1507907,572.5
1507908,587.718
1507909,636.999
1507910,728.472
1507911,788.426
1507912,783.284
1507913,766.405
1507914,748.431
1507915,734.456
1507916,718.244
1507917,724.59
1507918,712.343
1507919,704.001
1507920,701.467
1507921,709.262
1507922,725.936
1507923,739.679
1508000,744.791
1508001,703.772
1508002,652.021
1508003,602.453
1508004,572.423
1508005,553.038
1508006,540.612
1508007,534.95
1508008,538.238
1508009,558.535
1508010,599.336
1508011,648.521
1508012,689.201
1508013,705.049
1508014,689.963
1508015,663.855
1508016,650.283
1508017,645.496
1508018,645.251
1508019,656.252
1508020,671.661
1508021,691.562
1508022,702.967
1508023,706.014
1508100,705.027
1508101,664.478
1508102,619.001
1508103,580.993
1508104,553.134
1508105,539.185
1508106,532.275
1508107,534.572
1508108,543.562
1508109,559.551
1508110,596.361
1508111,642.48
1508112,679.854
1508113,687.163
1508114,678.935
1508115,669.61
1508116,651.735
1508117,637.154
1508118,624.285
1508119,625.048
1508120,645.16
1508121,684.845
1508122,722.051
1508123,754.74
1508200,760.314
1508201,704.905
1508202,649.565
1508203,609.234
1508204,585.518
1508205,573.16
1508206,567.906
1508207,573.067
1508208,592.934
1508209,644.577
1508210,738.298
1508211,781.724
1508212,758.738
1508213,732.476
1508214,713.872
1508215,700.11
1508216,683.379
1508217,675.941
1508218,662.096
1508219,652.949
1508220,670.336
1508221,705.656
1508222,745.535
1508223,774.891
1508300,781.698
1508301,729.382
1508302,669.863
1508303,623.362
1508304,600.154
1508305,583.396
1508306,577.63
1508307,579.613
1508308,598.082
1508309,648.544
1508310,742.648
1508311,779.859
1508312,752.447
1508313,719.445
1508314,695.336
1508315,677.856
1508316,659.289
1508317,648.626
1508318,633.933
1508319,627.165
1508320,640.446
1508321,672.608
1508322,711.006
1508323,739.075
1508400,747.822
1508401,697.802
1508402,637.949
1508403,591.196
1508404,572.319
1508405,559.843
1508406,554.423
1508407,557.152
1508408,577.159
1508409,627.331
1508410,722.225
1508411,758.168
1508412,730.994
1508413,695.265
1508414,670.418
1508415,660.067
1508416,639.887
1508417,628.526
1508418,623.354
1508419,637.721
1508420,657.398
1508421,701.889
1508422,725.472
1508423,742.887
1508500,736.013
1508501,686.303
1508502,623.943
1508503,576.376
1508504,548.011
1508505,531.776
1508506,523.859
1508507,519.547
1508508,536.099
1508509,585.287
1508510,678.153
1508511,725.223
1508512,717.412
1508513,693.464
1508514,688.747
1508515,705.665
1508516,711.166
1508517,720.734
1508518,714.661
1508519,713.094
1508520,718.34
1508521,732.235
1508522,737.65
1508523,743.943
1508600,742.465
1508601,685.493
1508602,620.327
1508603,573.77
1508604,548.399
1508605,529.842
1508606,519.501
1508607,518.007
1508608,532.321
1508609,577.974
1508610,669.676
1508611,726.488
1508612,732.723
1508613,729.54
1508614,732.929
1508615,725.68
1508616,702.304
1508617,699.21
1508618,697.166
1508619,690.253
1508620,688.19
1508621,693.458
1508622,702.508
1508623,714.429
1508700,724.389
1508701,676.929
1508702,625.142
1508703,579.811
1508704,548.25
1508705,527.605
1508706,517.039
1508707,515.077
1508708,523.912
1508709,546.138
1508710,590.355
1508711,642.523
1508712,684.568
1508713,694.239
1508714,688.306
1508715,669.906
1508716,649.125
1508717,630.291
1508718,611.314
1508719,611.345
1508720,618.737
1508721,648.055
1508722,679.856
1508723,702.384
1508800,717.024
1508801,679.849
1508802,634.371
1508803,594.346
1508804,567.371
1508805,550.121
1508806,539.355
1508807,539.034
1508808,545.519
1508809,562.089
1508810,595.33
1508811,628.292
1508812,646.455
1508813,644.783
1508814,630.201
1508815,620.74
1508816,599.443
1508817,585.379
1508818,574.116
1508819,574.474
1508820,589.174
1508821,624.974
1508822,664.106
1508823,693.73
1508900,706.281
1508901,653.405
1508902,599.689
1508903,560.271
1508904,534.53
1508905,522.747
1508906,515.291
1508907,516.544
1508908,535.981
1508909,582.43
1508910,675.666
1508911,734.189
1508912,742.722
1508913,746.886
1508914,739.825
1508915,746.05
1508916,744.116
1508917,738.906
1508918,734.451
1508919,730.23
1508920,734.971
1508921,738.101
1508922,742.337
1508923,747.48
1509000,753.032
1509001,693.391
1509002,630.215
1509003,584.263
1509004,555.609
1509005,536.817
1509006,531.506
1509007,530.472
1509008,549.322
1509009,597.38
1509010,686.709
1509011,735.939
1509012,730.011
1509013,705.743
1509014,683.532
1509015,662.329
1509016,630.642
1509017,635.569
1509018,625.199
1509019,635.274
1509020,646.536
1509021,671.352
1509022,697.639
1509023,719.649
1509100,739.982
1509101,689.147
1509102,624.167
1509103,580.216
1509104,553.519
1509105,537.342
1509106,530.447
1509107,535.343
1509108,553.283
1509109,603.182
1509110,698.375
1509111,735.106
1509112,704.964
1509113,674.18
1509114,655.821
1509115,649.44
1509116,636.4
1509117,631.022
1509118,619.779
1509119,616.537
1509120,628.913
1509121,659.142
1509122,695.297
1509123,723.187
1509200,741.542
1509201,693.785
1509202,632.805
1509203,584.31
1509204,557.726
1509205,545.45
1509206,537.001
1509207,538.283
1509208,554.447
1509209,606.266
1509210,696.294
1509211,743.923
1509212,742.953
1509213,744.374
1509214,739.507
1509215,716.238
1509216,693.087
1509217,655.401
1509218,625.102
1509219,614.646
1509220,624.913
1509221,657.329
1509222,693.379
1509223,718.652
1509300,727.985
1509301,675.206
1509302,610.727
1509303,556.036
1509304,522.688
1509305,506.319
1509306,493.894
1509307,493.643
1509308,504.308
1509309,549.663
1509310,635.55
1509311,683.71
1509312,681.444
1509313,665.066
1509314,651.875
1509315,632.806
1509316,611.792
1509317,602.637
1509318,600.577
1509319,603.497
1509320,606.386
1509321,618.849
1509322,636.659
1509323,659.785
1509400,672.75
1509401,629.855
1509402,580.454
1509403,533.962
1509404,500.511
1509405,481.003
1509406,468.464
1509407,469.034
1509408,476.07
1509409,494.691
1509410,534.359
1509411,587.97
1509412,638.477
1509413,666.892
1509414,677.298
1509415,670.421
1509416,652.905
1509417,629.671
1509418,604.195
1509419,588.372
1509420,598.557
1509421,616.454
1509422,645.013
1509423,665.545
1509500,687.281
1509501,649.22
1509502,603.523
1509503,559.014
1509504,525.852
1509505,507.99
1509506,496.168
1509507,492.627
1509508,497.926
1509509,515.517
1509510,549.571
1509511,595.222
1509512,623.852
1509513,629.266
1509514,614.122
1509515,610.796
1509516,599.795
1509517,578.19
1509518,567.043
1509519,564.531
1509520,572.59
1509521,592.174
1509522,622.484
1509523,651.406
1509600,675.549
1509601,626.094
1509602,574.589
1509603,539.579
1509604,512.456
1509605,502.983
1509606,498.441
1509607,501.638
1509608,517.185
1509609,566.331
1509610,656.743
1509611,704.039
1509612,710.306
1509613,711.055
1509614,709.788
1509615,708.439
1509616,699.477
1509617,697.905
1509618,684.34
1509619,683.658
1509620,687.28
1509621,698.08
1509622,711.556
1509623,728.656
1509700,733.997
1509701,677.164
1509702,615.608
1509703,567.894
1509704,537.971
1509705,520.878
1509706,512.261
1509707,510.344
1509708,528.181
1509709,572.035
1509710,662.354
1509711,712.515
1509712,717.735
1509713,712.434
1509714,705.243
1509715,693.471
1509716,659.774
1509717,648.528
1509718,635.53
1509719,627.634
1509720,632.323
1509721,654.489
1509722,684.322
1509723,708.324
1509800,725.255
1509801,672.023
1509802,610.67
1509803,564.461
1509804,534.789
1509805,522.226
1509806,515.505
1509807,517.7
1509808,535.081
1509809,584.944
1509810,674.855
1509811,713.732
1509812,692.326
1509813,668.31
1509814,655.295
1509815,666.828
1509816,678.124
1509817,688.513
1509818,689.861
1509819,694.987
1509820,708.529
1509821,725.736
1509822,740.018
1509823,747.412
1509900,744.145
1509901,685.931
1509902,619.121
1509903,571.509
1509904,543.3
1509905,525.003
1509906,515.555
1509907,517.155
1509908,535.133
1509909,584.053
1509910,674.142
1509911,724
1509912,729.853
1509913,730.061
1509914,724.778
1509915,718.046
1509916,706.774
1509917,703.127
1509918,697.879
1509919,693.219
1509920,707.738
1509921,719.933
1509922,737.929
1509923,742.568
1510000,748.687
1510001,692.936
1510002,629.797
1510003,576.329
1510004,549.904
1510005,536.003
1510006,524.863
1510007,524.239
1510008,535.407
1510009,582.215
1510010,674.849
1510011,727.622
1510012,732.872
1510013,716.581
1510014,712.32
1510015,700.858
1510016,703.233
1510017,707.024
1510018,703.182
1510019,692.84
1510020,689.582
1510021,690.755
1510022,690.421
1510023,692.415
1510100,702.404
1510101,656.096
1510102,602.431
1510103,559.442
1510104,528.541
1510105,509.719
1510106,498.757
1510107,497.327
1510108,501.248
1510109,525.188
1510110,564.933
1510111,611.644
1510112,650.053
1510113,662.469
1510114,666.765
1510115,655.787
1510116,641.731
1510117,629.492
1510118,607.248
1510119,588.597
1510120,587.918
1510121,602.735
1510122,627.442
1510123,649.297
1510200,670.962
1510201,630.752
1510202,589.583
1510203,549.352
1510204,522.182
1510205,502.71
1510206,493.657
1510207,491.158
1510208,497.096
1510209,512.117
1510210,538.6
1510211,566.685
1510212,584.216
1510213,585.57
1510214,572.868
1510215,560.903
1510216,549.33
1510217,533.931
1510218,527.403
1510219,529.265
1510220,545.07
1510221,577.322
1510222,609.582
1510223,636.004
1510300,663.515
1510301,610.238
1510302,558.953
1510303,514.609
1510304,490.607
1510305,475.287
1510306,470.533
1510307,474.492
1510308,491.649
1510309,537.732
1510310,621.721
1510311,659.348
1510312,645.818
1510313,628.233
1510314,613.959
1510315,608.089
1510316,595.888
1510317,594.558
1510318,589.971
1510319,596.148
1510320,611.719
1510321,634.809
1510322,652.2
1510323,674.758
1510400,692.241
1510401,635.67
1510402,572.487
1510403,525.886
1510404,495.559
1510405,479.101
1510406,467.801
1510407,467.246
1510408,485.029
1510409,529.915
1510410,610.348
1510411,641.77
1510412,632.925
1510413,614.534
1510414,607
1510415,611.714
1510416,608.45
1510417,608.215
1510418,589.113
1510419,588.288
1510420,601.45
1510421,627.653
1510422,645.805
1510423,664.164
1510500,684.944
1510501,632.521
1510502,568.541
1510503,525.389
1510504,498.616
1510505,481.758
1510506,474.863
1510507,476.855
1510508,494.79
1510509,541.103
1510510,623.628
1510511,658.502
1510512,641.547
1510513,620.135
1510514,605.779
1510515,595.916
1510516,586.785
1510517,583.524
1510518,577.325
1510519,575.925
1510520,588.627
1510521,610.686
1510522,638.999
1510523,659.038
1510600,686.417
1510601,636.366
1510602,575.133
1510603,531.587
1510604,504.036
1510605,491.047
1510606,482.515
1510607,486.225
1510608,501.653
1510609,560.154
1510610,630.502
1510611,663.638
1510612,645.138
1510613,623.008
1510614,607.999
1510615,597.261
1510616,583.809
1510617,580.535
1510618,575.2
1510619,579.747
1510620,589.661
1510621,613.608
1510622,636.034
1510623,656.424
1510700,682.456
1510701,632.653
1510702,570.599
1510703,522.995
1510704,490.709
1510705,478.07
1510706,468.489
1510707,470.194
1510708,484.966
1510709,524.765
1510710,610.439
1510711,668.246
1510712,683.517
1510713,685.405
1510714,676.631
1510715,668.397
1510716,637.721
1510717,620.501
1510718,603.503
1510719,595.168
1510720,592.247
1510721,599.275
1510722,614.595
1510723,623.675
1510800,649.835
1510801,608
1510802,557.393
1510803,511.583
1510804,480.522
1510805,465.358
1510806,457.517
1510807,455.152
1510808,461.127
1510809,483.931
1510810,515.207
1510811,552.353
1510812,569.832
1510813,567.141
1510814,552.501
1510815,544.639
1510816,542.692
1510817,571.421
1510818,566.867
1510819,550.934
1510820,553.106
1510821,564.904
1510822,581.403
1510823,594.17
1510900,621.132
1510901,584.931
1510902,540.74
1510903,502.457
1510904,475.602
1510905,459.666
1510906,453.943
1510907,451.195
1510908,455.499
1510909,471.905
1510910,494.426
1510911,523.363
1510912,543.874
1510913,543.693
1510914,530.664
1510915,519.037
1510916,507.773
1510917,494.539
1510918,488.393
1510919,494.966
1510920,515.58
1510921,546.898
1510922,579.93
1510923,601.658
1511000,632.022
1511001,584.116
1511002,533.684
1511003,494.897
1511004,470.589
1511005,458.458
1511006,453.34
1511007,454.443
1511008,472.134
1511009,518.233
1511010,594.039
1511011,649.249
1511012,675.325
1511013,689.7
1511014,696.824
1511015,689.232
1511016,684.464
1511017,680.127
1511018,676.173
1511019,663.136
1511020,666.382
1511021,675.394
1511022,682.943
1511023,679.658
1511100,685.72
1511101,629.504
1511102,573.746
1511103,529.988
1511104,498.515
1511105,484.688
1511106,477.113
1511107,476.982
1511108,492.615
1511109,535.278
1511110,606.342
1511111,652.473
1511112,667.177
1511113,669.056
1511114,676.274
1511115,680.909
1511116,665.894
1511117,661.433
1511118,627.668
1511119,612.705
1511120,611.022
1511121,617.161
1511122,636.465
1511123,649.578
1511200,676.396
1511201,632.023
1511202,575.045
1511203,531.185
1511204,505.405
1511205,487.302
1511206,480.583
1511207,479.571
1511208,496.235
1511209,539.209
1511210,604.585
1511211,641.489
1511212,628.539
1511213,619.619
1511214,628.984
1511215,637.074
1511216,642.961
1511217,654.231
1511218,655.055
1511219,646.569
1511220,655.704
1511221,672.441
1511222,677.267
1511223,673.272
1511300,672.779
1511301,619.885
1511302,566.343
1511303,521.514
1511304,495.492
1511305,483.271
1511306,475.515
1511307,475.488
1511308,488.609
1511309,532.848
1511310,602.562
1511311,652.335
1511312,661.443
1511313,656.69
1511314,651.747
1511315,643.766
1511316,631.776
1511317,628.739
1511318,621.191
1511319,619.76
1511320,619.997
1511321,627.547
1511322,642.902
1511323,659.782
1511400,684.902
1511401,641.55
1511402,585.545
1511403,540.989
1511404,515.454
1511405,498.018
1511406,489.53
1511407,492.302
1511408,506.846
1511409,549.939
1511410,619.536
1511411,668.057
1511412,682.379
1511413,689.025
1511414,689.753
1511415,686.953
1511416,672.704
1511417,667.44
1511418,658.727
1511419,655.384
1511420,660.959
1511421,665.986
1511422,668.591
1511423,669.804
1511500,682.119
1511501,640.666
1511502,590.867
1511503,546.089
1511504,515.781
1511505,501.341
1511506,489.963
1511507,488.034
1511508,492.314
1511509,511.637
1511510,544.952
1511511,578.218
1511512,598.997
1511513,605.55
1511514,598.096
1511515,581.956
1511516,567.941
1511517,566.876
1511518,558.191
1511519,565.025
1511520,576.014
1511521,591.009
1511522,606.862
1511523,613.453
1511600,631.445
1511601,594.788
1511602,551.648
1511603,514.724
1511604,486.536
1511605,469.723
1511606,459.535
1511607,456.739
1511608,460.502
1511609,473.514
1511610,497.341
1511611,526.923
1511612,554.061
1511613,569.569
1511614,572.015
1511615,571.761
1511616,570.374
1511617,564.835
1511618,557.979
1511619,557.49
1511620,576.214
1511621,605.578
1511622,619.423
1511623,629.218
1511700,644.478
1511701,595.242
1511702,540.726
1511703,500.305
1511704,474.544
1511705,460.593
1511706,456.035
1511707,458.105
1511708,475.634
1511709,524.666
1511710,613.249
1511711,664.42
1511712,666.881
1511713,665.436
1511714,664.718
1511715,656.008
1511716,645.827
1511717,645.94
1511718,644.848
1511719,645.271
1511720,652.329
1511721,669.211
1511722,679.848
1511723,680.475
1511800,688.053
1511801,634.973
1511802,575.625
1511803,526.954
1511804,499.568
1511805,485.158
1511806,474.054
1511807,477.682
1511808,493.732
1511809,538.694
1511810,615.628
1511811,651.569
1511812,640.435
1511813,617.706
1511814,614.058
1511815,606.368
1511816,592.823
1511817,590.293
1511818,585.566
1511819,581.665
1511820,584.654
1511821,598.807
1511822,615.36
1511823,632.327
1511900,665.081
1511901,621.25
1511902,560.611
1511903,514.518
1511904,485.446
1511905,470.335
1511906,462.7
1511907,461.586
1511908,478.151
1511909,527.207
1511910,610.749
1511911,644.971
1511912,624.785
1511913,614.616
1511914,604.992
1511915,599.931
1511916,586.577
1511917,582.672
1511918,577.798
1511919,571.94
1511920,580.967
1511921,600.632
1511922,618.242
1511923,628.549
1512000,658.507
1512001,614.099
1512002,549.448
1512003,504.803
1512004,477.898
1512005,462.141
1512006,455.11
1512007,456.153
1512008,472.059
1512009,518.483
1512010,600.252
1512011,644.282
1512012,636.913
1512013,620.203
1512014,615.018
1512015,623.038
1512016,616.878
1512017,609.169
1512018,600.098
1512019,595.499
1512020,606.085
1512021,621.332
1512022,632.841
1512023,644.475
1512100,669.179
1512101,623.524
1512102,559.212
1512103,512.129
1512104,482.476
1512105,467.904
1512106,457.44
1512107,457.294
1512108,470.047
1512109,515.831
1512110,593.568
1512111,636.311
1512112,626.417
1512113,615.433
1512114,605.522
1512115,602.933
1512116,597.047
1512117,608.786
1512118,603.509
1512119,599.617
1512120,605.083
1512121,608.082
1512122,605.709
1512123,608.326
1512200,638.404
1512201,606.24
1512202,552.85
1512203,506.862
1512204,475.262
1512205,454.251
1512206,449.263
1512207,450.327
1512208,453.837
1512209,470.861
1512210,507.507
1512211,537.248
1512212,547.997
1512213,543.8
1512214,528.582
1512215,522.868
1512216,516.809
1512217,513.454
1512218,511.421
1512219,517.479
1512220,532.971
1512221,550.598
1512222,565.757
1512223,573.588
1512300,605.195
1512301,573.206
1512302,527.958
1512303,488.252
1512304,457.913
1512305,439.809
1512306,430.217
1512307,426.957
1512308,432.226
1512309,445.953
1512310,465.319
1512311,495.396
1512312,523.51
1512313,534.504
1512314,533.386
1512315,523.555
1512316,526.092
1512317,527.126
1512318,524.902
1512319,536.073
1512320,550.216
1512321,575.902
1512322,592.026
1512323,599.688
1512400,634.307
1512401,587.989
1512402,529.121
1512403,483.243
1512404,457.157
1512405,443.514
1512406,438.728
1512407,437.404
1512408,451.31
1512409,496.54
1512410,576.945
1512411,619.709
1512412,610.146
1512413,604.484
1512414,603.444
1512415,608.914
1512416,609.741
1512417,617.157
1512418,617.735
1512419,620.655
1512420,632.392
1512421,650.382
1512422,666.557
1512423,673.961
1512500,694.044
1512501,636.775
1512502,574.8
1512503,525.913
1512504,495.255
1512505,476.177
1512506,467.708
1512507,463.868
1512508,474.543
1512509,517.944
1512510,594.47
1512511,636.652
1512512,627.884
1512513,615.13
1512514,605.038
