YDH,Load
1318223,771.373
1318300,761.334
1318301,727.535
1318302,663.187
1318303,603.224
1318304,561.967
1318305,534.697
1318306,519.45
1318307,540.384
1318308,512.948
1318309,563.936
1318310,636.6
1318311,702.29
1318312,740.412
1318313,761.829
1318314,775.542
1318315,784.574
1318316,786.155
1318317,795.037
1318318,806.083
1318319,804.796
1318320,805.005
1318321,815.871
1318322,819.488
1318323,799.558
1318400,785.697
1318401,756.957
1318402,696.624
1318403,633.286
1318404,590.645
1318405,566.938
1318406,548.429
1318407,545.056
1318408,555.753
1318409,597.091
1318410,666.152
1318411,739.554
1318412,785.152
1318413,812.42
1318414,836.39
1318415,853.885
1318416,853.787
1318417,864.397
1318418,860.146
1318419,850.261
1318420,854.693
1318421,854.519
1318422,849.393
1318423,822.957
1318500,809.281
1318501,788.383
1318502,732.441
1318503,671.804
1318504,620.118
1318505,582.374
1318506,565.22
1318507,552.867
1318508,555.763
1318509,563.76
1318510,595.082
1318511,658.479
1318512,717.441
1318513,758.437
1318514,774.99
1318515,789.836
1318516,803.267
1318517,806.623
1318518,802.455
1318519,792.164
1318520,791.61
1318521,783.846
1318522,801.25
1318523,788.238
1318600,772.176
1318601,757.214
1318602,722.241
1318603,672.748
1318604,624.443
1318605,592.022
1318606,569.938
1318607,562.337
1318608,567.146
1318609,589.437
1318610,644.891
1318611,712.591
1318612,769.512
1318613,814.602
1318614,843.917
1318615,860.229
1318616,865.71
1318617,870.503
1318618,872.059
1318619,874.933
1318620,869.284
1318621,874.775
1318622,863.902
1318623,831.199
1318700,819.922
1318701,803.681
1318702,749.184
1318703,690.668
1318704,639.929
1318705,614.08
1318706,588.859
1318707,581.506
1318708,581.516
1318709,588.209
1318710,615.817
1318711,673.931
1318712,732.646
1318713,774.644
1318714,793.467
1318715,796.201
1318716,795.345
1318717,791.315
1318718,788.941
1318719,788.949
1318720,798.29
1318721,816.66
1318722,819.118
1318723,796.542
1318800,783.519
1318801,770.534
1318802,721.15
1318803,661.361
1318804,607.164
1318805,573.451
1318806,551.339
1318807,543.701
1318808,540.491
1318809,539.622
1318810,564.009
1318811,605.336
1318812,669.413
1318813,715.1
1318814,738.404
1318815,754.605
1318816,765.354
1318817,768.99
1318818,772.818
1318819,781.116
1318820,789.28
1318821,803.897
1318822,806.315
1318823,781.433
1318900,780.665
1318901,760.406
1318902,698.049
1318903,638.896
1318904,600.329
1318905,576.167
1318906,563.125
1318907,561.669
1318908,571.68
1318909,619.306
1318910,687.902
1318911,761.967
1318912,803.78
1318913,827.031
1318914,848.046
1318915,857.723
1318916,852.717
1318917,859.529
1318918,854.07
1318919,847.215
1318920,850.945
1318921,856.931
1318922,859.941
1318923,838.355
1319000,829.741
1319001,804.764
1319002,737.933
1319003,670.55
1319004,623.965
1319005,598.537
1319006,575.411
1319007,571.794
1319008,579.231
1319009,620.189
1319010,692.5
1319011,758.036
1319012,798.692
1319013,824.396
1319014,854.184
1319015,868.579
1319016,880.649
1319017,894.105
1319018,896.19
1319019,892.909
1319020,894.515
1319021,900.039
1319022,891.154
1319023,870.999
1319100,860.221
1319101,835.624
1319102,764.882
1319103,692.077
1319104,647.417
1319105,617.062
1319106,596.323
1319107,589.898
1319108,597.58
1319109,641.242
1319110,710.57
1319111,780.394
1319112,815.059
1319113,837.975
1319114,859.263
1319115,879.511
1319116,880.514
1319117,890.131
1319118,884.88
1319119,877.084
1319120,873.146
1319121,874.89
1319122,876.479
1319123,854.104
1319200,845.465
1319201,823.843
1319202,758.678
1319203,693.183
1319204,650.331
1319205,617.997
1319206,601.956
1319207,595.351
1319208,602.889
1319209,639.775
1319210,713.367
1319211,774.001
1319212,806.005
1319213,819.634
1319214,837.078
1319215,847.769
1319216,848.592
1319217,850.716
1319218,842.853
1319219,832.863
1319220,827.098
1319221,824.437
1319222,817.066
1319223,792.457
1319300,782.075
1319301,762.371
1319302,691.067
1319303,632.789
1319304,581.721
1319305,548.214
1319306,531.717
1319307,527.491
1319308,534.485
1319309,561.765
1319310,630.665
1319311,699.553
1319312,736.81
1319313,754.997
1319314,777.898
1319315,782.816
1319316,777.122
1319317,784.877
1319318,779.023
1319319,774.913
1319320,781.017
1319321,783.71
1319322,775.68
1319323,752.973
1319400,745.715
1319401,733.579
1319402,671.496
1319403,604.35
1319404,550.503
1319405,526.923
1319406,510.62
1319407,502.212
1319408,504.733
1319409,515.161
1319410,543.885
1319411,590.201
1319412,643.166
1319413,678.221
1319414,696.765
1319415,700.369
1319416,694.902
1319417,696.39
1319418,692.41
1319419,697.478
1319420,710.411
1319421,732.641
1319422,748.743
1319423,719.338
1319500,722.09
1319501,718.38
1319502,672.142
1319503,616.27
1319504,579.075
1319505,554.239
1319506,538.561
1319507,533.525
1319508,533.25
1319509,541.584
1319510,560.062
1319511,599.726
1319512,652.498
1319513,696.062
1319514,727.47
1319515,742.319
1319516,759.565
1319517,767.222
1319518,768.377
1319519,779.188
1319520,796.171
1319521,824.493
1319522,838.978
1319523,824.039
1319600,820.85
1319601,807.735
1319602,739.423
1319603,675.064
1319604,634.101
1319605,606.808
1319606,591.969
1319607,585.299
1319608,595.347
1319609,630.406
1319610,699.261
1319611,784.126
1319612,836.272
1319613,876.089
1319614,905.525
1319615,923.743
1319616,930.196
1319617,940.79
1319618,940.539
1319619,938.613
1319620,937.668
1319621,937.313
1319622,937.471
1319623,915.514
1319700,903.026
1319701,879.379
1319702,798.159
1319703,725.064
1319704,673.47
1319705,643.467
1319706,622.643
1319707,610.382
1319708,615.576
1319709,647.516
1319710,720.092
1319711,797.725
1319712,843.35
1319713,878.188
1319714,906.773
1319715,927.203
1319716,928.991
1319717,941.655
1319718,937.004
1319719,936.667
1319720,937.85
1319721,941.266
1319722,937.199
1319723,915.136
1319800,902.741
1319801,878.225
1319802,801.486
1319803,722.77
1319804,670.166
1319805,639.262
1319806,620.848
1319807,612.237
1319808,620.536
1319809,651.258
1319810,723.913
1319811,799.918
1319812,850.135
1319813,884.435
1319814,920.816
1319815,941.972
1319816,955.165
1319817,970.456
1319818,969.754
1319819,970.411
1319820,970.988
1319821,974.417
1319822,968.004
1319823,940.297
1319900,930.003
1319901,897.094
1319902,821.222
1319903,748.658
1319904,700.825
1319905,675.535
1319906,653.978
1319907,648.502
1319908,642.464
1319909,677.279
1319910,751.975
1319911,830.764
1319912,875.892
1319913,909.717
1319914,937.751
1319915,950.753
1319916,964.206
1319917,983.196
1319918,975.141
1319919,969.529
1319920,949.913
1319921,964.712
1319922,944.155
1319923,918.951
1320000,906.329
1320001,879.614
1320002,808.122
1320003,738.871
1320004,689.07
1320005,663.742
1320006,644.978
1320007,634.063
1320008,643.842
1320009,679.856
1320010,750.039
1320011,828.559
1320012,882.835
1320013,922.159
1320014,952.823
1320015,973.761
1320016,971.292
1320017,958.681
1320018,942.826
1320019,945.17
1320020,945.869
1320021,940.691
1320022,929.155
1320023,885.469
1320100,836.124
1320101,814.17
1320102,766.561
1320103,700.202
1320104,654.121
1320105,628.652
1320106,615.102
1320107,608.116
1320108,604.926
1320109,616.583
1320110,642.825
1320111,690.456
1320112,734.415
1320113,766.644
1320114,786.532
1320115,798.817
1320116,802.175
1320117,792.83
1320118,786.961
1320119,787.399
1320120,790.278
1320121,799.047
1320122,790.431
1320123,767.736
1320200,756.856
1320201,741.277
1320202,675.991
1320203,640.985
1320204,587.49
1320205,558.192
1320206,535.39
1320207,522.499
1320208,517.444
1320209,517.575
1320210,530.198
1320211,576.503
1320212,621.438
1320213,649.027
1320214,661.981
1320215,670.957
1320216,672.627
1320217,667.138
1320218,658.587
1320219,668.088
1320220,687.422
1320221,712.933
1320222,726.158
1320223,712.541
1320300,711.867
1320301,694.726
1320302,636.056
1320303,582.393
1320304,538.862
1320305,516.791
1320306,505.967
1320307,503.602
1320308,516.034
1320309,548.016
1320310,618.162
1320311,684.257
1320312,723.443
1320313,747.531
1320314,765.973
1320315,779.667
1320316,787.45
1320317,798.496
1320318,799.764
1320319,803.309
1320320,810.13
1320321,824.063
1320322,824.154
1320323,806.318
1320400,806.101
1320401,780.647
1320402,717.542
1320403,656.106
1320404,608.682
1320405,588.025
1320406,574.822
1320407,569.897
1320408,577.996
1320409,614.077
1320410,687.225
1320411,750.618
1320412,783.258
1320413,804.605
1320414,817.517
1320415,822.117
1320416,816.928
1320417,821.752
1320418,811.132
1320419,807.407
1320420,810.139
1320421,823.93
1320422,830.505
1320423,808.035
1320500,804.502
1320501,780.74
1320502,714.399
1320503,650.085
1320504,602.383
1320505,578.224
1320506,565.112
1320507,557.928
1320508,570.438
1320509,605.384
1320510,671.722
1320511,730.484
1320512,759.027
1320513,774.754
1320514,779.4
1320515,775.456
1320516,765.342
1320517,758.949
1320518,746.374
1320519,735.446
1320520,727.987
1320521,732.061
1320522,721.828
1320523,708.088
1320600,705.607
1320601,681.037
1320602,617.342
1320603,560.787
1320604,515.847
1320605,495.276
1320606,485.196
1320607,477.639
1320608,487.018
1320609,518.75
1320610,587.937
1320611,650.217
1320612,676.304
1320613,686.571
1320614,696.307
1320615,700.485
1320616,698.322
1320617,704.162
1320618,695.829
1320619,697.46
1320620,694.798
1320621,715.527
1320622,709.289
1320623,694.781
1320700,695.986
1320701,683.262
1320702,621.406
1320703,562.848
1320704,519.703
1320705,493.555
1320706,483.373
1320707,480.27
1320708,487.878
1320709,521.443
1320710,588.906
1320711,652.474
1320712,687.719
1320713,704.701
1320714,719.513
1320715,724.47
1320716,719.697
1320717,721.998
1320718,713.754
1320719,712.069
1320720,704.924
1320721,708.835
1320722,707.937
1320723,689.696
1320800,687.191
1320801,675.788
1320802,620.443
1320803,565.155
1320804,518.985
1320805,493.011
1320806,475.895
1320807,471.409
1320808,471.617
1320809,488.624
1320810,512.348
1320811,559.165
1320812,614.674
1320813,645.214
1320814,661.013
1320815,667.819
1320816,669.589
1320817,664.384
1320818,661.068
1320819,673.415
1320820,686.065
1320821,701.69
1320822,713.329
1320823,702.787
1320900,701.618
1320901,690.511
1320902,633.215
1320903,580.039
1320904,537.383
1320905,513.192
1320906,501.73
1320907,496.246
1320908,497.72
1320909,505.003
1320910,520.314
1320911,560.833
1320912,610.333
1320913,654.48
1320914,673.133
1320915,683.447
1320916,689.322
1320917,691.621
1320918,693.373
1320919,701.273
1320920,715.41
1320921,741.01
1320922,747.237
1320923,735.448
1321000,735.728
1321001,704.808
1321002,641.711
1321003,593.424
1321004,558.168
1321005,542.787
1321006,531.062
1321007,526.752
1321008,537.003
1321009,574.824
1321010,647.263
1321011,713.167
1321012,754.198
1321013,778.257
1321014,800.739
1321015,812.463
1321016,813.167
1321017,819.567
1321018,812.654
1321019,804.214
1321020,801.186
1321021,802.039
1321022,797.785
1321023,773.667
1321100,767.176
1321101,738.015
1321102,671.634
1321103,610.474
1321104,561.787
1321105,536.849
1321106,524.974
1321107,516.633
1321108,526.008
1321109,557.205
1321110,626.569
1321111,695.03
1321112,724.999
1321113,741.32
1321114,754.534
1321115,765.785
1321116,762.42
1321117,767.901
1321118,762.74
1321119,754.697
1321120,758.453
1321121,763.192
1321122,765.05
1321123,748.623
1321200,751.73
1321201,721.787
1321202,658.887
1321203,597.533
1321204,547.771
1321205,527.714
1321206,507.115
1321207,505.931
1321208,517.421
1321209,549.725
1321210,617.305
1321211,684.018
1321212,717.82
1321213,741.702
1321214,759.016
1321215,774.782
1321216,771.153
1321217,776.729
1321218,781.285
1321219,777.594
1321220,782.174
1321221,788.433
1321222,784.253
1321223,767.613
1321300,767.375
1321301,741.079
1321302,672.415
1321303,614.649
1321304,566.641
1321305,541.146
1321306,525.439
1321307,523.404
1321308,531.461
1321309,565.991
1321310,633.702
1321311,702.544
1321312,737.773
1321313,762.103
1321314,779.312
1321315,796.268
1321316,795.174
1321317,807.413
1321318,800.488
1321319,782.839
1321320,778.03
1321321,782.294
1321322,777.808
1321323,752.595
1321400,748.977
1321401,712.37
1321402,653.05
1321403,596.158
1321404,553.197
1321405,534.655
1321406,520.211
1321407,516.818
1321408,526.466
1321409,565.847
1321410,636.563
1321411,698.789
1321412,737.866
1321413,758.789
1321414,774.796
1321415,778.664
1321416,773.787
1321417,776.443
1321418,765.118
1321419,760.171
1321420,759.313
1321421,761.401
1321422,752.349
1321423,727.927
1321500,729.09
1321501,705.525
1321502,648.547
1321503,587.976
1321504,537.714
1321505,513.138
1321506,501.726
1321507,496.205
1321508,495.353
1321509,513.772
1321510,532.354
1321511,576.991
1321512,622.493
1321513,662.433
1321514,679.793
1321515,680.792
1321516,669.625
1321517,660.881
1321518,650.169
1321519,650.069
1321520,656.834
1321521,674.946
1321522,681.679
1321523,665.627
1321600,672.294
1321601,652.38
1321602,608.24
1321603,547.707
1321604,514.726
1321605,494.198
1321606,482.336
1321607,475.198
1321608,471.182
1321609,481.654
1321610,499.485
1321611,537.68
1321612,583.593
1321613,617.527
1321614,638.348
1321615,644.087
1321616,641.153
1321617,640.108
1321618,631.081
1321619,630.173
1321620,646.447
1321621,674.746
1321622,679.153
1321623,665.182
1321700,667.764
1321701,639.246
1321702,580.548
1321703,527.139
1321704,497.876
1321705,480.454
1321706,470.561
1321707,470.988
1321708,481.111
1321709,515.822
1321710,586.876
1321711,654.453
1321712,679.652
1321713,693.266
1321714,700.747
1321715,700.065
1321716,688.197
1321717,699.824
1321718,691.709
1321719,689.606
1321720,693.991
1321721,709.128
1321722,714.179
1321723,699.955
1321800,706.477
1321801,673.426
1321802,606.702
1321803,547.558
1321804,513.163
1321805,490.105
1321806,478.924
1321807,476.263
1321808,490.154
1321809,525.257
1321810,593.935
1321811,659.259
1321812,683.879
1321813,696.093
1321814,711.52
1321815,720.865
1321816,722.089
1321817,731.127
1321818,726.726
1321819,722.178
1321820,724.328
1321821,728.581
1321822,734.65
1321823,717.542
1321900,720.469
1321901,690.179
1321902,624.078
1321903,561.829
1321904,523.298
1321905,501.659
1321906,491.226
1321907,488.609
1321908,498.385
1321909,534.083
1321910,610.896
1321911,676.098
1321912,708.245
1321913,726.255
1321914,740.449
1321915,753.711
1321916,748.925
1321917,756.876
1321918,755.484
1321919,753.754
1321920,750.838
1321921,756.439
1321922,751.841
1321923,744.369
1322000,752.459
1322001,714.965
1322002,652.461
1322003,589.093
1322004,556.094
1322005,536.514
1322006,524.223
1322007,525.654
1322008,538.452
1322009,576.294
1322010,649.963
1322011,720.885
1322012,760.828
1322013,781.609
1322014,799.618
1322015,805.479
1322016,808.227
1322017,824.135
1322018,822.45
1322019,822.902
1322020,828.032
1322021,833.287
1322022,834.386
1322023,817.403
1322100,815.134
1322101,776.676
1322102,712.248
1322103,648.855
1322104,606.008
1322105,583.279
1322106,568.264
1322107,563.675
1322108,572.087
1322109,605.938
1322110,681.982
1322111,751.623
1322112,793.801
1322113,817.957
1322114,834.148
1322115,837.089
1322116,829.948
1322117,827.411
1322118,813.264
1322119,803.671
1322120,796.674
1322121,797.166
1322122,794.226
1322123,771.859
1322200,778.148
1322201,747.247
1322202,690.56
1322203,631.407
1322204,581.734
1322205,553.127
1322206,533.918
1322207,519.496
1322208,518.469
1322209,528.325
1322210,552.441
1322211,598.222
1322212,637.15
1322213,669.565
1322214,673.377
1322215,665.682
1322216,654.868
1322217,643.894
1322218,633.675
1322219,638.806
1322220,649.119
1322221,673.193
1322222,676.479
1322223,663.95
1322300,668.295
1322301,639.551
1322302,594.908
1322303,537.593
1322304,506.34
1322305,476.576
1322306,472.36
1322307,465.394
1322308,462.6
1322309,473.911
1322310,486.931
1322311,525.706
1322312,570.798
1322313,605.647
1322314,632.017
1322315,637.468
1322316,636.807
1322317,631.653
1322318,625.434
1322319,636.015
1322320,653.263
1322321,678.332
1322322,691.371
1322323,680.434
1322400,692.304
1322401,657.259
1322402,592.673
1322403,544.311
1322404,515.854
1322405,494.966
1322406,483.682
1322407,483.818
1322408,496.326
1322409,528.173
1322410,600.448
1322411,668.361
1322412,699.705
1322413,722.645
1322414,738.008
1322415,744.311
1322416,746.351
1322417,755.884
1322418,748.681
1322419,745.964
1322420,745.952
1322421,754.636
1322422,759.443
1322423,742.781
1322500,748.96
1322501,707.606
1322502,637.787
1322503,582.238
1322504,534.802
1322505,514.366
1322506,504.916
1322507,501.514
1322508,509.758
1322509,551.564
1322510,622.373
1322511,689.988
1322512,731.865
1322513,755.902
1322514,770.8
1322515,776.964
1322516,766.908
1322517,763.437
1322518,758.286
1322519,748.118
1322520,747.841
1322521,759.019
1322522,755.5
1322523,737.799
1322600,739.411
1322601,700.322
1322602,639.165
1322603,584.424
1322604,542.008
1322605,515.586
1322606,503.312
1322607,498.804
1322608,505.899
1322609,541.533
1322610,615.519
1322611,674.91
1322612,701.51
1322613,716.231
1322614,725.21
1322615,730.175
1322616,724.734
1322617,728.633
1322618,716.177
1322619,710.208
1322620,709.387
1322621,716.489
1322622,719.584
1322623,708.363
1322700,709.7
1322701,671.874
1322702,606.096
1322703,550.495
1322704,509.692
1322705,488.637
1322706,477.467
1322707,473.822
1322708,483.378
1322709,521.576
1322710,596.245
1322711,654.257
1322712,682.914
1322713,697.03
1322714,709.942
1322715,716.67
1322716,712.404
1322717,719.076
1322718,710.019
1322719,706.409
1322720,705.248
1322721,713.89
1322722,716.545
1322723,703.077
1322800,716.413
1322801,679.76
1322802,615.195
1322803,561.859
1322804,515.327
1322805,493.554
1322806,480.199
1322807,475.854
1322808,486.063
1322809,519.936
1322810,588.167
1322811,649.596
1322812,681.829
1322813,696.38
1322814,712.829
1322815,720.325
1322816,715.529
1322817,716.991
1322818,709.532
1322819,707.562
1322820,706.837
1322821,711.828
1322822,709.565
1322823,698.121
1322900,704.639
1322901,671.72
1322902,611.567
1322903,557.712
1322904,509.832
1322905,487.89
1322906,477.259
1322907,472.291
1322908,471.567
1322909,487.027
1322910,507.956
1322911,565.32
1322912,603.276
1322913,636.763
1322914,645.311
1322915,643.808
1322916,639.377
1322917,634.09
1322918,627.295
1322919,629.161
1322920,641.381
1322921,663.548
1322922,671.151
1322923,659.703
1323000,665.959
1323001,635.917
1323002,590.16
1323003,528.358
1323004,495.544
1323005,474.634
1323006,465.399
1323007,455.859
1323008,459.256
1323009,466.319
1323010,480.9
1323011,525.263
1323012,570.955
1323013,602.188
1323014,628.852
1323015,640.703
1323016,640.275
1323017,635.726
1323018,634.057
1323019,640.054
1323020,652.385
1323021,678.486
1323022,692.475
1323023,684.389
1323100,692.963
1323101,656.684
1323102,591.952
1323103,541.603
1323104,511.872
1323105,491.728
1323106,484.573
1323107,479.36
1323108,491.073
1323109,530.43
1323110,603.59
1323111,671.817
1323112,709.49
1323113,727.868
1323114,748.308
1323115,760.461
1323116,762.208
1323117,774.484
1323118,776.844
1323119,771.586
1323120,775.434
1323121,782.221
1323122,790.459
1323123,774.173
1323200,778.105
1323201,726.988
1323202,655.16
1323203,592.823
1323204,545.562
1323205,523.863
1323206,511.404
1323207,505.916
1323208,516.446
1323209,553.418
1323210,629.705
1323211,689.897
1323212,721.745
1323213,742.3
1323214,761.305
1323215,776.634
1323216,782.192
1323217,795.076
1323218,798.298
1323219,793.822
1323220,797.974
1323221,805.122
1323222,804.53
1323223,791.755
1323300,796.842
1323301,747.771
1323302,676.391
1323303,611.883
1323304,572.648
1323305,549.577
1323306,524.966
1323307,521.143
1323308,532.076
1323309,568.071
1323310,639.071
1323311,699.968
1323312,734.654
1323313,762.304
1323314,789.479
1323315,808.26
1323316,816.935
1323317,834.417
1323318,837.313
1323319,840.366
1323320,838.621
1323321,841.202
1323322,835.275
1323323,827.609
1323400,827.135
1323401,782.484
1323402,706.876
1323403,639.591
1323404,597.86
1323405,570.964
1323406,551.283
1323407,541.913
1323408,553.267
1323409,595.809
1323410,662.175
1323411,727.519
1323412,761.355
1323413,788.786
1323414,814.4
1323415,834.048
1323416,840.532
1323417,855.261
1323418,856.404
1323419,844.481
1323420,827.599
1323421,829.89
1323422,823.91
1323423,817.697
1323500,807.426
1323501,755.878
1323502,689.059
1323503,627.501
1323504,586.876
1323505,553.319
1323506,534.279
1323507,528.248
1323508,533.693
1323509,571.278
1323510,636.148
1323511,699.208
1323512,728.245
1323513,740.034
1323514,748.143
1323515,747.035
1323516,735.147
1323517,732.006
1323518,724.25
1323519,715.085
1323520,714.049
1323521,711.725
1323522,711.011
1323523,695.006
1323600,699.881
1323601,660.217
1323602,601.166
1323603,544.922
1323604,500.14
1323605,477.161
1323606,464.475
1323607,457.166
1323608,458.739
1323609,478.278
1323610,506.086
1323611,550.368
1323612,600.719
1323613,622.537
1323614,631.632
1323615,631.617
1323616,626.539
1323617,620.217
1323618,614.201
1323619,615.599
1323620,631.411
1323621,655.997
1323622,665.263
1323623,655.881
1323700,660.482
1323701,625.428
1323702,575.071
1323703,520.505
1323704,486.259
1323705,466.451
1323706,454.315
1323707,447.767
1323708,448.571
1323709,459.665
1323710,474.764
1323711,514.442
1323712,561.521
1323713,600.68
1323714,620.875
1323715,624.848
1323716,628.464
1323717,619.97
1323718,619.439
1323719,625.462
1323720,641.024
1323721,671.224
1323722,686.332
1323723,690.191
1323800,693.78
1323801,649.229
1323802,581.994
1323803,536.076
1323804,514.898
1323805,489.486
1323806,481.999
1323807,482.324
1323808,497.601
1323809,541.386
1323810,629.881
1323811,693.469
1323812,724.55
1323813,744.83
1323814,761.575
1323815,769.434
1323816,767.808
1323817,764.955
1323818,765.504
1323819,761.675
1323820,762.038
1323821,772.349
1323822,779.255
1323823,776.269
1323900,760.797
1323901,709.131
1323902,642.504
1323903,592.002
1323904,555.438
1323905,530.641
1323906,518.857
1323907,515.366
1323908,530.536
1323909,578.528
1323910,669.93
1323911,730.835
1323912,762.231
1323913,785.007
1323914,800.029
1323915,811.733
1323916,811.263
1323917,820.441
1323918,820.455
1323919,819.99
1323920,822.751
1323921,828.43
1323922,830.002
1323923,826.659
1324000,829.792
1324001,769.094
1324002,687.126
1324003,625.046
1324004,583.508
1324005,554.407
1324006,538.699
1324007,533.344
1324008,544.122
1324009,587.591
1324010,682.255
1324011,735.447
1324012,756.541
1324013,778.299
1324014,801.286
1324015,819.184
1324016,830.231
1324017,842.658
1324018,847.291
1324019,854.574
1324020,856.492
1324021,862.263
1324022,855.053
1324023,848.581
1324100,845.607
1324101,783.532
1324102,702.016
1324103,638.68
1324104,599.137
1324105,566.217
1324106,549.151
1324107,544.59
1324108,555.021
1324109,599.091
1324110,695.061
1324111,747.591
1324112,764.267
1324113,780.405
1324114,791.396
1324115,803.362
1324116,803.552
1324117,807.429
1324118,804.312
1324119,800.388
1324120,804.024
1324121,809.549
1324122,809.415
1324123,807.435
1324200,807.555
1324201,750.608
1324202,678.622
1324203,615.284
1324204,576.741
1324205,553.308
1324206,535.588
1324207,522.076
1324208,532.949
1324209,589.463
1324210,665.581
1324211,723.511
1324212,747.992
1324213,767.55
1324214,781.3
1324215,792.979
1324216,796.569
1324217,808.509
1324218,809.887
1324219,813.545
1324220,817.239
1324221,815.685
1324222,809.611
1324223,807.11
1324300,803.648
1324301,760.188
1324302,698.584
1324303,639.528
1324304,588.408
1324305,564.423
1324306,544.87
1324307,536.107
1324308,537.452
1324309,553.803
1324310,579.006
1324311,621.158
1324312,677.358
1324313,714.023
1324314,730.446
1324315,739.696
1324316,733.117
1324317,724.066
1324318,718.957
1324319,720.196
1324320,728.389
1324321,744.893
1324322,755.587
1324323,754.509
1324400,747.46
1324401,710.125
1324402,658.735
1324403,597.889
1324404,563.608
1324405,539.063
1324406,528.499
1324407,522.058
1324408,519.666
1324409,526.591
1324410,553.705
1324411,590.448
1324412,650.166
1324413,688.787
1324414,706.1
1324415,714.871
1324416,722.199
1324417,719.741
1324418,717.089
1324419,722.183
1324420,732.756
1324421,750.262
1324422,754.544
1324423,749.918
1324500,747.787
1324501,705.906
1324502,652.366
1324503,593.792
1324504,557.652
1324505,535.521
1324506,517.945
1324507,512.709
1324508,515.621
1324509,530.17
1324510,560.678
1324511,598.351
1324512,646.693
1324513,698.933
1324514,724.961
1324515,741.862
1324516,743.495
1324517,740.248
1324518,729.773
1324519,734.048
1324520,749.521
1324521,774.508
1324522,784.259
1324523,788.075
1324600,761.382
1324601,694.325
1324602,620.051
1324603,569.935
1324604,534.855
1324605,516.719
1324606,506.328
1324607,507.224
1324608,521.448
1324609,569.032
1324610,659.101
1324611,713.068
1324612,732.521
1324613,748.708
1324614,758.629
1324615,766.49
1324616,764.141
1324617,763.781
1324618,762.917
1324619,747.66
1324620,754.037
1324621,763.454
1324622,760.653
1324623,762.173
1324700,746.756
1324701,691.918
1324702,623.283
1324703,568.645
1324704,530.91
1324705,512.669
1324706,500.372
1324707,496.844
1324708,510.709
1324709,554.024
1324710,638.286
1324711,688.899
1324712,699.654
1324713,712.302
1324714,724.318
1324715,730.974
1324716,726.321
1324717,729.098
1324718,720.854
1324719,721.831
1324720,724.853
1324721,744.624
1324722,750.517
1324723,751.099
1324800,731.204
1324801,680.489
1324802,615.156
1324803,558.269
1324804,522.006
1324805,500.686
1324806,488.898
1324807,482.352
1324808,489.293
1324809,536.198
1324810,626.701
1324811,686.68
1324812,689.163
1324813,688.167
1324814,692.371
1324815,691.027
1324816,685.073
1324817,683.414
1324818,670.315
1324819,665.665
1324820,667.617
1324821,684.89
1324822,691.602
1324823,703.917
1324900,698.486
1324901,646.357
1324902,580.217
1324903,520.278
1324904,489.539
1324905,471.304
1324906,459.832
1324907,460.072
1324908,469.957
1324909,516.007
1324910,602.645
1324911,661.026
1324912,662.099
1324913,662.715
1324914,663.731
1324915,666.493
1324916,657.781
1324917,656.069
1324918,647.523
1324919,644.562
1324920,644.508
1324921,656.593
1324922,669.689
1324923,672.584
1325000,664.235
1325001,626.844
1325002,574.415
1325003,517.527
1325004,488.932
1325005,466.72
1325006,455.474
1325007,453.521
1325008,457.039
1325009,476.81
1325010,508.464
1325011,549.086
1325012,600.608
1325013,617.799
1325014,625.457
1325015,628.833
1325016,624.61
1325017,617.625
1325018,611.519
1325019,617.173
1325020,630.09
1325021,659.773
1325022,670.38
1325023,662.771
1325100,643.95
1325101,604.766
1325102,556.554
1325103,508.318
1325104,478.154
1325105,461.986
1325106,451.264
1325107,445.732
1325108,447.351
1325109,460.374
1325110,483.456
1325111,521.233
1325112,567.398
1325113,605.495
1325114,614.114
1325115,610.335
1325116,604.736
1325117,593.194
1325118,581.631
1325119,586.071
1325120,601.754
1325121,633.745
1325122,653.271
1325123,660.266
1325200,651.786
1325201,600.195
1325202,542.968
1325203,492.115
1325204,463.64
1325205,447.678
1325206,440.933
1325207,442.289
1325208,458.25
1325209,508.008
1325210,605.78
1325211,656.599
1325212,656.506
1325213,656.768
1325214,657.869
1325215,661.962
1325216,656.549
1325217,661.028
1325218,653.446
1325219,634.888
1325220,641.776
1325221,663.27
1325222,680.563
1325223,695.315
1325300,674.219
1325301,621.604
1325302,556.02
1325303,499.56
1325304,471.47
1325305,455.109
1325306,443.652
1325307,444.82
1325308,460.689
1325309,505.864
1325310,604.822
1325311,662.789
1325312,679.157
1325313,695.445
1325314,712.102
1325315,712.916
1325316,700.02
1325317,695.573
1325318,683.043
1325319,685.137
1325320,693.681
1325321,713.554
1325322,727.727
1325323,742.259
1325400,719.768
1325401,666.838
1325402,603.029
1325403,550.827
1325404,521.773
1325405,505.939
1325406,498.319
1325407,498.716
1325408,515.068
1325409,564.316
1325410,672.978
1325411,730.993
1325412,757.379
1325413,779.424
1325414,807.358
1325415,826.789
1325416,838.289
1325417,855.454
1325418,862.368
1325419,866.824
1325420,870.707
1325421,863.709
1325422,850.831
1325423,847.793
1325500,789.714
1325501,717.549
1325502,659.307
1325503,611.111
1325504,576.552
1325505,555.283
1325506,545.278
1325507,541.131
1325508,554.875
1325509,600.129
1325510,695.869
1325511,749.105
1325512,760.23
1325513,774.611
1325514,792.163
1325515,793.859
1325516,792.613
1325517,795.237
1325518,797.788
1325519,797.223
