YDH,PowerDen
1409109,0
1409110,0
1409111,0.006389981
1409112,0.2055704
1409113,0.3878125
1409114,0.5482437
1409115,0.6726104
1409116,0.7516368
1409117,0.7764968
1409118,0.7450483
1409119,0.4752586
1409120,0.5007728
1409121,0.3779272
1409122,0.06151105
1409123,0.0223125
1409200,0
1409201,0
1409202,0
1409203,0
1409204,0
1409205,0
1409206,0
1409207,0
1409208,0
1409209,0
1409210,0
1409211,0.009033361
1409212,0.1633778
1409213,0.2813924
1409214,0.0874411
1409215,0.4772224
1409216,0.2965247
1409217,0.07668552
1409218,0.1527568
1409219,0.08935227
1409220,0.1332415
1409221,0.3707381
1409222,0.1653815
1409223,0.02555972
1409300,0
1409301,0
1409302,0
1409303,0
1409304,0
1409305,0
1409306,0
1409307,0
1409308,0
1409309,0
1409310,0
1409311,0.01198987
1409312,0.2104238
1409313,0.3898112
1409314,0.5548375
1409315,0.6829845
1409316,0.760465
1409317,0.7836881
1409318,0.7540833
1409319,0.6736533
1409320,0.5489869
1409321,0.3855035
1409322,0.1849774
1409323,0.03043059
1409400,0
1409401,0
1409402,0
1409403,0
1409404,0
1409405,0
1409406,0
1409407,0
1409408,0
1409409,0
1409410,0
1409411,0.00174282
1409412,0.02304093
1409413,0.07886371
1409414,0.06944899
1409415,0.06798191
1409416,0.05341937
1409417,0.07255971
1409418,0.06892502
1409419,0.04691602
1409420,0.03947519
1409421,0.03585143
1409422,0.01075898
1409423,0.001771247
1409500,0
1409501,0
1409502,0
1409503,0
1409504,0
1409505,0
1409506,0
1409507,0
1409508,0
1409509,0
1409510,0
1409511,0.01580944
1409512,0.06934094
1409513,0.3956699
1409514,0.5574851
1409515,0.6854141
1409516,0.7624167
1409517,0.5985259
1409518,0.7625978
1409519,0.413402
1409520,0.5577483
1409521,0.3954176
1409522,0.2132511
1409523,0.03761679
1409600,0
1409601,0
1409602,0
1409603,0
1409604,0
1409605,0
1409606,0
1409607,0
1409608,0
1409609,0
1409610,0
1409611,0.02221951
1409612,0.2300439
1409613,0.4219957
1409614,0.5843713
1409615,0.7090346
1409616,0.7881307
1409617,0.8113989
1409618,0.782833
1409619,0.7001928
1409620,0.5709214
1409621,0.4051833
1409622,0.2210833
1409623,0.04190502
1409700,0
1409701,0
1409702,0
1409703,0
1409704,0
1409705,0
1409706,0
1409707,0
1409708,0
1409709,0
1409710,0
1409711,0.02595285
1409712,0.2213598
1409713,0.4210113
1409714,0.2455022
1409715,0.2864939
1409716,0.2516319
1409717,0.233714
1409718,0.1112208
1409719,0.6205
1409720,0.52445
1409721,0.05025945
1409722,0.00829831
1409723,0.001049885
1409800,0
1409801,0
1409802,0
1409803,0
1409804,0
1409805,0
1409806,0
1409807,0
1409808,0
1409809,0
1409810,0
1409811,0.007170307
1409812,0.01289519
1409813,0.03882466
1409814,0.06087516
1409815,0.5534819
1409816,0.4835871
1409817,0.7795095
1409818,0.673613
1409819,0.6169965
1409820,0.5556099
1409821,0.3804897
1409822,0.2205024
1409823,0.04601687
1409900,0
1409901,0
1409902,0
1409903,0
1409904,0
1409905,0
1409906,0
1409907,0
1409908,0
1409909,0
1409910,0
1409911,0.03373768
1409912,0.2351396
1409913,0.4154906
1409914,0.5736969
1409915,0.6985409
1409916,0.7742802
1409917,0.802616
1409918,0.7801026
1409919,0.700754
1409920,0.5757607
1409921,0.4125321
1409922,0.2281652
1409923,0.0502548
1410000,0
1410001,0
1410002,0
1410003,0
1410004,0
1410005,0
1410006,0
1410007,0
1410008,0
1410009,0
1410010,0
1410011,0.03774918
1410012,0.2385844
1410013,0.4199
1410014,0.575875
1410015,0.6962384
1410016,0.7715577
1410017,0.7953293
1410018,0.7668537
1410019,0.6831962
1410020,0.555716
1410021,0.3949046
1410022,0.2162845
1410023,0.04579375
1410100,0
1410101,0
1410102,0
1410103,0
1410104,0
1410105,0
1410106,0
1410107,0
1410108,0
1410109,0
1410110,0
1410111,0.04181859
1410112,0.2115438
1410113,0.2824656
1410114,0.5182875
1410115,0.6382917
1410116,0.681572
1410117,0.6783061
1410118,0.7197704
1410119,0.6241578
1410120,0.5027337
1410121,0.3299019
1410122,0.1509159
1410123,0.0367625
1410200,0
1410201,0
1410202,0
1410203,0
1410204,0
1410205,0
1410206,0
1410207,0
1410208,0
1410209,0
1410210,0
1410211,0.04593278
1410212,0.2397531
1410213,0.4136844
1410214,0.5719437
1410215,0.6948379
1410216,0.7704642
1410217,0.7925099
1410218,0.7633948
1410219,0.6849778
1410220,0.5596026
1410221,0.3993979
1410222,0.221309
1410223,0.04983125
1410300,0
1410301,0
1410302,0
1410303,0
1410304,0
1410305,0
1410306,0
1410307,0
1410308,0
1410309,0
1410310,0
1410311,0.0500805
1410312,0.08723125
1410313,0.3910531
1410314,0.5507469
1410315,0.6652077
1410316,0.7359318
1410317,0.2565295
1410318,0.716388
1410319,0.6624076
1410320,0.5388189
1410321,0.3850963
1410322,0.1977502
1410323,0.030175
1410400,0
1410401,0
1410402,0
1410403,0
1410404,0
1410405,0
1410406,0
1410407,0
1410408,0
1410409,0
1410410,0
1410411,0.04797187
1410412,0.2234438
1410413,0.3812781
1410414,0.5200406
1410415,0.6366402
1410416,0.7514455
1410417,0.772042
1410418,0.4749176
1410419,0.7054497
1410420,0.5479677
1410421,0.39036
1410422,0.21539
1410423,0.04896
1410500,0
1410501,0
1410502,0
1410503,0
1410504,0
1410505,0
1410506,0
1410507,0
1410508,0
1410509,0
1410510,0
1410511,0.006959375
1410512,0.04855625
1410513,0.39644
1410514,0.56134
1410515,0.2620567
1410516,0.7361
1410517,0.7854
1410518,0.75565
1410519,0.6749
1410520,0.56416
1410521,0.39355
1410522,0.21726
1410523,0.051255
1410600,0
1410601,0
1410602,0
1410603,0
1410604,0
1410605,0
1410606,0
1410607,0
1410608,0
1410609,0
1410610,0
1410611,0.06263308
1410612,0.243185
1410613,0.4528375
1410614,0.6139125
1410615,0.7383419
1410616,0.8140243
1410617,0.8382816
1410618,0.8077872
1410619,0.7233102
1410620,0.5931692
1410621,0.4275837
1410622,0.2429453
1410623,0.06348438
1410700,0
1410701,0
1410702,0
1410703,0
1410704,0
1410705,0
1410706,0
1410707,0
1410708,0
1410709,0
1410710,0
1410711,0.06682861
1410712,0.2697687
1410713,0.45135
1410714,0.6076437
1410715,0.7293996
1410716,0.8013976
1410717,0.80665
1410718,0.7905695
1410719,0.7093199
1410720,0.5839213
1410721,0.40715
1410722,0.2234435
1410723,0.06486563
1410800,0
1410801,0
1410802,0
1410803,0
1410804,0
1410805,0
1410806,0
1410807,0
1410808,0
1410809,0
1410810,0
1410811,0.04287188
1410812,0.1267031
1410813,0.1598
1410814,0.6004719
1410815,0.7142792
1410816,0.7813542
1410817,0.7428486
1410818,0.7565237
1410819,0.7084479
1410820,0.5810589
1410821,0.410635
1410822,0.2267413
1410823,0.0444125
1410900,0
1410901,0
1410902,0
1410903,0
1410904,0
1410905,0
1410906,0
1410907,0
1410908,0
1410909,0
1410910,0
1410911,0.064175
1410912,0.2547344
1410913,0.4397156
1410914,0.5817719
1410915,0.7023878
1410916,0.7967499
1410917,0.8262046
1410918,0.7973494
1410919,0.7159232
1410920,0.5446435
1410921,0.3534506
1410922,0.2166269
1410923,0.05896875
1411000,0
1411001,0
1411002,0
1411003,0
1411004,0
1411005,0
1411006,0
1411007,0
1411008,0
1411009,0
1411010,0
1411011,0.06667188
1411012,0.2322625
1411013,0.4567319
1411014,0.1563469
1411015,0.7197062
1411016,0.26775
1411017,0.6788467
1411018,0.7950374
1411019,0.7139463
1411020,0.5880922
1411021,0.4288871
1411022,0.2486342
1411023,0.06293559
1411100,0
1411101,0
1411102,0
1411103,0
1411104,0
1411105,0
1411106,0
1411107,0
1411108,0
1411109,0
1411110,0
1411111,0.08351201
1411112,0.2783219
1411113,0.4546437
1411114,0.6071125
1411115,0.7237506
1411116,0.7946919
1411117,0.8183201
1411118,0.789655
1411119,0.7083343
1411120,0.5806932
1411121,0.4221735
1411122,0.2443202
1411123,0.0711875
1411200,0
1411201,0
1411202,0
1411203,0
1411204,0
1411205,0
1411206,0
1411207,0
1411208,0
1411209,0
1411210,0
1411211,0.0876352
1411212,0.2661563
1411213,0.4450812
1411214,0.5640281
1411215,0.7080783
1411216,0.7785302
1411217,0.8012757
1411218,0.7712073
1411219,0.6882617
1411220,0.5619554
1411221,0.1459583
1411222,0.05211744
1411223,0.005259375
1411300,0
1411301,0
1411302,0
1411303,0
1411304,0
1411305,0
1411306,0
1411307,0
1411308,0
1411309,0
1411310,0
1411311,0.01960312
1411312,0.2774188
1411313,0.4588937
1411314,0.55437
1411315,0.1766976
1411316,0.3383057
1411317,0.4684187
1411318,0.7579665
1411319,0.731993
1411320,0.1228468
1411321,0.08732413
1411322,0.2555035
1411323,0.07676563
1411400,0
1411401,0
1411402,0
1411403,0
1411404,0
1411405,0
1411406,0
1411407,0
1411408,0
1411409,0
1411410,0
1411411,0.09579766
1411412,0.3028656
1411413,0.4824813
1411414,0.6414844
1411415,0.7570674
1411416,0.8304589
1411417,0.8498365
1411418,0.8167778
1411419,0.7336146
1411420,0.6064661
1411421,0.4456815
1411422,0.2656852
1411423,0.0839375
1411500,0
1411501,0
1411502,0
1411503,0
1411504,0
1411505,0
1411506,0
1411507,0
1411508,0
1411509,0
1411510,0
1411511,0.09983049
1411512,0.2827844
1411513,0.465375
1411514,0.6151875
1411515,0.731034
1411516,0.8000854
1411517,0.8208534
1411518,0.7889681
1411519,0.7061001
1411520,0.5813375
1411521,0.1993663
1411522,0.282294
1411523,0.0660787
1411600,0
1411601,0
1411602,0
1411603,0
1411604,0
1411605,0
1411606,0
1411607,0
1411608,0
1411609,0
1411610,0
1411611,0.005046875
1411612,0.01694687
1411613,0.4633031
1411614,0.3768688
1411615,0.7257402
1411616,0.8021171
1411617,0.8203303
1411618,0.787143
1411619,0.7047799
1411620,0.5808656
1411621,0.4205304
1411622,0.2805682
1411623,0.03231872
1411700,0
1411701,0
1411702,0
1411703,0
1411704,0
1411705,0
1411706,0
1411707,0
1411708,0
1411709,0
1411710,0
1411711,0.107785
1411712,0.2973406
1411713,0.4722812
1411714,0.6233156
1411715,0.7359367
1411716,0.3769173
1411717,0.4085913
1411718,0.7973684
1411719,0.3645805
1411720,0.2448943
1411721,0.4409843
1411722,0.09045694
1411723,0.02120923
1411800,0
1411801,0
1411802,0
1411803,0
1411804,0
1411805,0
1411806,0
1411807,0
1411808,0
1411809,0
1411810,0
1411811,0.1117014
1411812,0.3022813
1411813,0.4766375
1411814,0.62815
1411815,0.7451242
1411816,0.8161485
1411817,0.8343641
1411818,0.8049908
1411819,0.7136126
1411820,0.5886298
1411821,0.4406835
1411822,0.2433022
1411823,0.07594175
1411900,0
1411901,0
1411902,0
1411903,0
1411904,0
1411905,0
1411906,0
1411907,0
1411908,0
1411909,0
1411910,0
1411911,0.01838125
1411912,0.03920625
1411913,0.1413656
1411914,0.1060375
1411915,0.1692428
1411916,0.1674298
1411917,0.1681602
1411918,0.4528966
1411919,0.2520044
1411920,0.2142058
1411921,0.1838031
1411922,0.09904949
1411923,0.0214053
1412000,0
1412001,0
1412002,0
1412003,0
1412004,0
1412005,0
1412006,0
1412007,0
1412008,0
1412009,0
1412010,0
1412011,0.01312188
1412012,0.02130312
1412013,0.0286875
1412014,0.03299062
1412015,0.05637948
1412016,0.06974265
1412017,0.05650626
1412018,0.03877106
1412019,0.04804058
1412020,0.06893686
1412021,0.04710177
1412022,0.01509411
1412023,0.002144672
1412100,0
1412101,0
1412102,0
1412103,0
1412104,0
1412105,0
1412106,0
1412107,0
1412108,0
1412109,0
1412110,0
1412111,0.01158125
1412112,0.04297813
1412113,0.1312187
1412114,0.07830625
1412115,0.1076823
1412116,0.7676815
1412117,0.7971644
1412118,0.7714065
1412119,0.6956334
1412120,0.6346946
1412121,0.4329585
1412122,0.2594829
1412123,0.09196236
1412200,0
1412201,0
1412202,0
1412203,0
1412204,0
1412205,0
1412206,0
1412207,0
1412208,0
1412209,0
1412210,0
1412211,0.045305
1412212,0.01649
1412213,0.4847894
1412214,0.6367872
1412215,0.07964499
1412216,0.14875
1412217,0.0238
1412218,0.1105
1412219,0.017
1412220,0.6255933
1412221,0.0102
1412222,0.0085
1412223,0.00425
1412300,0
1412301,0
1412302,0
1412303,0
1412304,0
1412305,0
1412306,0
1412307,0
1412308,0
1412309,0
1412310,0
1412311,0.1070469
1412312,0.3131188
1412313,0.4829063
1412314,0.6305407
1412315,0.7417982
1412316,0.8114624
1412317,0.8314728
1412318,0.8004353
1412319,0.7173875
1412320,0.05353391
1412321,0.2031315
1412322,0.2758665
1412323,0.09944103
1412400,0
1412401,0
1412402,0
1412403,0
1412404,0
1412405,0
1412406,0
1412407,0
1412408,0
1412409,0
1412410,0
1412411,0.1342111
1412412,0.2646156
1412413,0.257975
1412414,0.2317313
1412415,0.7353588
1412416,0.808122
1412417,0.814189
1412418,0.0867
1412419,0.7270326
1412420,0.6048467
1412421,0.034
1412422,0.017
1412423,0.010455
1412500,0
1412501,0
1412502,0
1412503,0
1412504,0
1412505,0
1412506,0
1412507,0
1412508,0
1412509,0
1412510,0
1412511,0.1377801
1412512,0.3226812
1412513,0.4941688
1412514,0.6433437
1412515,0.7823839
1412516,0.8263534
1412517,0.8459588
1412518,0.816122
1412519,0.735814
1412520,0.6153979
1412521,0.4633588
1412522,0.2805783
1412523,0.08015059
1412600,0
1412601,0
1412602,0
1412603,0
1412604,0
1412605,0
1412606,0
1412607,0
1412608,0
1412609,0
1412610,0
1412611,0.1329187
1412612,0.2713094
1412613,0.4701563
1412614,0.6384031
1412615,0.7495536
1412616,0.8207015
1412617,0.6241407
1412618,0.8209142
1412619,0.7442575
1412620,0.5303157
1412621,0.4616458
1412622,0.2837438
1412623,0.1104988
1412700,0
1412701,0
1412702,0
1412703,0
1412704,0
1412705,0
1412706,0
1412707,0
1412708,0
1412709,0
1412710,0
1412711,0.1447468
1412712,0.3366531
1412713,0.5081937
1412714,0.6543937
1412715,0.7655411
1412716,0.8349131
1412717,0.8486484
1412718,0.8140916
1412719,0.7289082
1412720,0.5780182
1412721,0.4555849
1412722,0.283774
1412723,0.113841
1412800,0
1412801,0
1412802,0
1412803,0
1412804,0
1412805,0
1412806,0
1412807,0
1412808,0
1412809,0
1412810,0
1412811,0.008925
1412812,0.09265
1412813,0.053975
1412814,0.07379062
1412815,0.09777184
1412816,0.04679744
1412817,0.1654883
1412818,0.1415125
1412819,0.1606466
1412820,0.1092754
1412821,0.09940439
1412822,0.05927657
1412823,0.100895
1412900,0
1412901,0
1412902,0
1412903,0
1412904,0
1412905,0
1412906,0
1412907,0
1412908,0
1412909,0
1412910,0
1412911,0.02746563
1412912,0.063325
1412913,0.04749375
1412914,0.1493344
1412915,0.1609936
1412916,0.1370992
1412917,0.7752
1412918,0.1092337
1412919,0.1145966
1412920,0.1197026
1412921,0.06943154
1412922,0.03155781
1412923,0.01477812
1413000,0
1413001,0
1413002,0
1413003,0
1413004,0
1413005,0
1413006,0
1413007,0
1413008,0
1413009,0
1413010,0
1413011,0.038675
1413012,0.08760313
1413013,0.1953406
1413014,0.2382125
1413015,0.3615492
1413016,0.792712
1413017,0.8077256
1413018,0.7759119
1413019,0.7012988
1413020,0.5784274
1413021,0.4344715
1413022,0.2579874
1413023,0.07157604
1413100,0
1413101,0
1413102,0
1413103,0
1413104,0
1413105,0
1413106,0
1413107,0
1413108,0
1413109,0
1413110,0
1413111,0.1561875
1413112,0.3299594
1413113,0.5005969
1413114,0.6499313
1413115,0.7659658
1413116,0.8316934
1413117,0.8460057
1413118,0.8139794
1413119,0.7326297
1413120,0.6133077
1413121,0.4614316
1413122,0.2896259
1413123,0.1192399
1413200,0
1413201,0
1413202,0
1413203,0
1413204,0
1413205,0
1413206,0
1413207,0
1413208,0
1413209,0
1413210,0
1413211,0.1603312
1413212,0.3307031
1413213,0.4956031
1413214,0.6139656
1413215,0.743973
1413216,0.8068328
1413217,0.8189653
1413218,0.782922
1413219,0.7020793
1413220,0.2043558
1413221,0.1181588
1413222,0.0546562
1413223,0.06678803
1413300,0
1413301,0
1413302,0
1413303,0
1413304,0
1413305,0
1413306,0
1413307,0
1413308,0
1413309,0
1413310,0
1413311,0.1386562
1413312,0.3188031
1413313,0.4601156
1413314,0.6172594
1413315,0.5840797
1413316,0.7854391
1413317,0.8111647
1413318,0.7752865
1413319,0.3288582
1413320,0.2844493
1413321,0.09589236
1413322,0.2568134
1413323,0.1162908
1413400,0
1413401,0
1413402,0
1413403,0
1413404,0
1413405,0
1413406,0
1413407,0
1413408,0
1413409,0
1413410,0
1413411,0.03150313
1413412,0.08707187
1413413,0.175525
1413414,0.2568594
1413415,0.3156862
1413416,0.3065934
1413417,0.6816849
1413418,0.3851991
1413419,0.3660484
1413420,0.2516679
1413421,0.1791321
1413422,0.1066601
1413423,0.04701143
1413500,0
1413501,0
1413502,0
1413503,0
1413504,0
1413505,0
1413506,0
1413507,0
1413508,0
1413509,0
1413510,0
1413511,0.00881875
1413512,0.034
1413513,0.04924688
1413514,0.1659094
1413515,0.08582325
1413516,0.1186767
1413517,0.108669
1413518,0.03964323
1413519,0.04437706
1413520,0.5905997
1413521,0.4420001
1413522,0.26571
1413523,0.113135
1413600,5.31E-05
1413601,0
1413602,0
1413603,0
1413604,0
1413605,0
1413606,0
1413607,0
1413608,0
1413609,0
1413610,0
1413611,0.02927187
1413612,0.09589063
1413613,0.03713438
1413614,0.1211781
1413615,0.54859
1413616,0.07762694
1413617,0.3415755
1413618,0.09049992
1413619,0.4601093
1413620,0.3712743
1413621,0.1537074
1413622,0.01100232
1413623,0.00374393
1413700,0.000425
1413701,0
1413702,0
1413703,0
1413704,0
1413705,0
1413706,0
1413707,0
1413708,0
1413709,0
1413710,0
1413711,0.1754187
1413712,0.3472781
1413713,0.5137718
1413714,0.6611937
1413715,0.7722945
1413716,0.8409721
1413717,0.8579965
1413718,0.8276849
1413719,0.7491447
1413720,0.62645
1413721,0.4778747
1413722,0.3056477
1413723,0.11288
1413800,0.003346875
1413801,0
1413802,0
1413803,0
1413804,0
1413805,0
1413806,0
1413807,0
1413808,0
1413809,0
1413810,0
1413811,0.1785543
1413812,0.3542375
1413813,0.5192969
1413814,0.663425
1413815,0.7746603
1413816,0.8419593
1413817,0.856546
1413818,0.7296102
1413819,0.7501529
1413820,0.6287524
1413821,0.4828829
1413822,0.3136254
1413823,0.1118275
1413900,0.004728125
1413901,0
1413902,0
1413903,0
1413904,0
1413905,0
1413906,0
1413907,0
1413908,0
1413909,0
1413910,0
1413911,0.1812195
1413912,0.3556719
1413913,0.5234406
1413914,0.6686844
1413915,0.7781845
1413916,0.843086
1413917,0.8566381
1413918,0.8266719
1413919,0.7497332
1413920,0.6294038
1413921,0.4821519
1413922,0.3147597
1413923,0.1402489
1414000,0.006003125
1414001,0
1414002,0
1414003,0
1414004,0
1414005,0
1414006,0
1414007,0
1414008,0
1414009,0
1414010,0
1414011,0.1837594
1414012,0.3587
1414013,0.5250875
1414014,0.6674094
1414015,0.778709
1414016,0.8460208
1414017,0.8627327
1414018,0.8312843
1414019,0.7512166
1414020,0.6318126
1414021,0.4812668
1414022,0.3115056
1414023,0.1374466
1414100,0.007384375
1414101,0
1414102,0
1414103,0
1414104,0
1414105,0
1414106,0
1414107,0
1414108,0
1414109,0
1414110,0
1414111,0.02969687
1414112,0.09652812
1414113,0.5052187
1414114,0.64685
1414115,0.6526732
1414116,0.7030541
1414117,0.7303522
1414118,0.7812728
1414119,0.7243133
1414120,0.5843945
1414121,0.4663243
1414122,0.1428275
1414123,0.1413227
1414200,0.008340625
1414201,0
1414202,0
1414203,0
1414204,0
1414205,0
1414206,0
1414207,0
1414208,0
1414209,0
1414210,0
1414211,0.03320313
1414212,0.01981562
1414213,0.1325469
1414214,0.04133125
1414215,0.4269691
1414216,0.2712048
1414217,0.1197385
1414218,0.1688877
1414219,0.3019998
1414220,0.1428513
1414221,0.11815
1414222,0.065592
1414223,0.01260203
1414300,0.0051
1414301,0
1414302,0
1414303,0
1414304,0
1414305,0
1414306,0
1414307,0
1414308,0
1414309,0
1414310,0
1414311,0.03304375
1414312,0.08999375
1414313,0.07410938
1414314,0.1246312
1414315,0.1379446
1414316,0.225905
1414317,0.10285
1414318,0.2316107
1414319,0.07269333
1414320,0.3914902
1414321,0.2490114
1414322,0.307878
1414323,0.1473742
1414400,0.01131563
1414401,0
1414402,0
1414403,0
1414404,0
1414405,0
1414406,0
1414407,0
1414408,0
1414409,0
1414410,0
1414411,0.1750469
1414412,0.2204156
1414413,0.17935
1414414,0.2402312
1414415,0.3120876
1414416,0.4771556
1414417,0.4729225
1414418,0.2752087
1414419,0.3961056
1414420,0.24207
1414421,0.4752742
1414422,0.08249027
1414423,0.004476394
1414500,0.01259062
1414501,0
1414502,0
1414503,0
1414504,0
1414505,0
1414506,0
1414507,0
1414508,0
1414509,0
1414510,0.00459
1414511,0.02446807
1414512,0.30328
1414513,0.03731805
1414514,0.07941826
1414515,0.218681
1414516,0.8554702
1414517,0.3429965
1414518,0.8195303
1414519,0.7419475
1414520,0.6256785
1414521,0.4807502
1414522,0.3153575
1414523,0.1469402
1414600,0.01434375
1414601,0
1414602,0
1414603,0
1414604,0
1414605,0
1414606,0
1414607,0
1414608,0
1414609,0
1414610,0
1414611,0.1746219
1414612,0.3435594
1414613,0.5130281
1414614,0.6524281
1414615,0.7555181
1414616,0.8199053
1414617,0.8149318
1414618,0.8099752
1414619,0.7207792
1414620,0.6221188
1414621,0.4753165
1414622,0.3177831
1414623,0.1468105
1414700,0.0155125
1414701,0
1414702,0
1414703,0
1414704,0
1414705,0
1414706,0
1414707,0
1414708,0
1414709,0
1414710,0
1414711,0.1851938
1414712,0.3504656
1414713,0.5001187
1414714,0.6369156
1414715,0.7467941
1414716,0.8119875
1414717,0.8261843
1414718,0.80835
1414719,0.0769068
1414720,0.02520662
1414721,0.05854321
1414722,0.1155801
1414723,0.07059043
1414800,0.01498125
1414801,0
1414802,0
1414803,0
1414804,0
1414805,0
1414806,0
1414807,0
1414808,0
1414809,0
1414810,0
1414811,0.03077
1414812,0.05280625
1414813,0.08696562
1414814,0.1091719
1414815,0.724455
1414816,0.1794867
1414817,0.1685809
1414818,0.1623257
1414819,0.1019058
1414820,0.2165166
1414821,0.1255072
1414822,0.08061833
1414823,0.02360596
1414900,0.003346875
1414901,0
1414902,0
1414903,0
1414904,0
1414905,0
1414906,0
1414907,0
1414908,0
1414909,0
1414910,0
1414911,0.08255626
1414912,0.1533719
1414913,0.1485906
1414914,0.1903469
1414915,0.4220004
1414916,0.8385888
1414917,0.8541853
1414918,0.8269697
1414919,0.7510087
1414920,0.6342461
1414921,0.4882892
1414922,0.3232325
1414923,0.05530559
1415000,0.006321875
1415001,0
1415002,0
1415003,0
1415004,0
1415005,0
1415006,0
1415007,0
1415008,0
1415009,0
1415010,0
1415011,0.1387625
1415012,0.3655531
1415013,0.5199344
1415014,0.6662937
1415015,0.7669111
1415016,0.8327501
1415017,0.8516772
1415018,0.8184781
1415019,0.7442766
1415020,0.6283101
1415021,0.4838408
1415022,0.32056
1415023,0.1538351
1415100,0.02098438
1415101,0
1415102,0
1415103,0
1415104,0
1415105,0
1415106,0
1415107,0
1415108,0
1415109,0
1415110,0
1415111,0.1954469
1415112,0.3510955
1415113,0.5275313
1415114,0.6734125
1415115,0.7599436
1415116,0.8482283
1415117,0.4741324
1415118,0.2214286
1415119,0.4682933
1415120,0.3731804
1415121,0.4862997
1415122,0.3291692
1415123,0.13719
1415200,0.01394
1415201,0
1415202,0
1415203,0
1415204,0
1415205,0
1415206,0
1415207,0
1415208,0
1415209,0
1415210,0
1415211,0.1973062
1415212,0.3702812
1415213,0.53975
1415214,0.6853656
1415215,0.7966792
1415216,0.8631438
1415217,0.8784401
1415218,0.8489917
1415219,0.7731788
1415220,0.6568303
1415221,0.5097607
1415222,0.346325
1415223,0.1786895
1415300,0.02512812
1415301,0
1415302,0
1415303,0
1415304,0
1415305,0
1415306,0
1415307,0
1415308,0
1415309,0
1415310,0
1415311,0.1970406
1415312,0.3657656
1415313,0.5239719
1415314,0.6647
1415315,0.773471
1415316,0.8380312
1415317,0.852135
1415318,0.8240722
1415319,0.7479402
1415320,0.6321217
1415321,0.4658
1415322,0.3407068
1415323,0.1760543
1415400,0.02470312
1415401,0
1415402,0
1415403,0
1415404,0
1415405,0
1415406,0
1415407,0
1415408,0
1415409,0
1415410,0
1415411,0.1900813
1415412,0.3525907
1415413,0.507025
1415414,0.6444063
1415415,0.7471033
1415416,0.8104802
1415417,0.8265715
1415418,0.7956238
1415419,0.7221284
1415420,0.6115841
1415421,0.41565
1415422,0.107695
1415423,0.032045
1415500,0.016575
1415501,0
1415502,0
1415503,0
1415504,0
1415505,0
1415506,0
1415507,0
1415508,0
1415509,0
1415510,0
1415511,0.1900813
1415512,0.05004375
1415513,0.3041938
1415514,0.6466906
1415515,0.756903
1415516,0.8240786
1415517,0.8462265
1415518,0.8217359
1415519,0.7451997
1415520,0.6292017
1415521,0.4859405
1415522,0.2511127
1415523,0.1343993
1415600,0.00648125
1415601,0
1415602,0
1415603,0
1415604,0
1415605,0
1415606,0
1415607,0
1415608,0
1415609,0
1415610,0
1415611,0.007171875
1415612,0.2589844
1415613,0.08149375
1415614,0.1557094
1415615,0.02875413
1415616,0.1089039
1415617,0.06752444
1415618,0.1283191
1415619,0.3741042
1415620,0.6262271
1415621,0.4868737
1415622,0.3274947
1415623,0.163532
1415700,0.01970937
1415701,0
1415702,0
1415703,0
1415704,0
1415705,0
1415706,0
1415707,0
1415708,0
1415709,0
1415710,0.002709375
1415711,0.1902937
1415712,0.365925
1415713,0.5241844
1415714,0.6620438
1415715,0.7668594
1415716,0.6364774
1415717,0.7027765
1415718,0.5285179
1415719,0.7527772
1415720,0.6393515
1415721,0.4946739
1415722,0.3323408
1415723,0.1728495
1415800,0.01885938
1415801,0
1415802,0
1415803,0
1415804,0
1415805,0
1415806,0
1415807,0
1415808,0
1415809,0
1415810,0.02557449
1415811,0.1978906
1415812,0.3660844
1415813,0.5266281
1415814,0.6656032
1415815,0.7725185
1415816,0.8370648
1415817,0.8577621
1415818,0.8288571
1415819,0.7564021
1415820,0.6406647
1415821,0.4993398
1415822,0.3353956
1415823,0.1684336
1415900,0.02629687
1415901,0
1415902,0
1415903,0
1415904,0
1415905,0
1415906,0
1415907,0
1415908,0
1415909,0
1415910,0.02654671
1415911,0.1982094
1415912,0.3653407
1415913,0.5115938
1415914,0.6023844
1415915,0.772918
1415916,0.8369409
1415917,0.8639299
1415918,0.8355157
1415919,0.7616674
1415920,0.6084402
1415921,0.4830238
1415922,0.2384042
1415923,0.1171087
1416000,0.01923125
1416001,0
1416002,0
1416003,0
1416004,0
1416005,0
1416006,0
1416007,0
1416008,0
1416009,0
1416010,0.00350625
1416011,0.02034687
1416012,0.03150313
1416013,0.01365312
1416014,0.03660313
1416015,0.05460497
1416016,0.1704742
1416017,0.1003214
1416018,0.08045866
1416019,0.09086707
1416020,0.2393077
1416021,0.07766741
1416022,0.08871838
1416023,0.09278189
1416100,0.0091375
1416101,0
1416102,0
1416103,0
1416104,0
1416105,0
1416106,0
1416107,0
1416108,0
1416109,0
1416110,0.003984375
1416111,0.0325125
1416112,0.08484063
1416113,0.5146555
1416114,0.642515
1416115,0.723265
1416116,0.8177
1416117,0.8551
1416118,0.7992322
1416119,0.7553502
1416120,0.5904926
1416121,0.4896
1416122,0.3264
1416123,0.16269
1416200,0.025585
1416201,0
1416202,0
1416203,0
1416204,0
1416205,0
1416206,0
1416207,0
1416208,0
1416209,0
1416210,0.00456875
1416211,0.02130312
1416212,0.04520937
1416213,0.07596875
1416214,0.08314063
1416215,0.1039673
1416216,0.1881949
