YDH,PowerDen
1522318,0.62305
1522319,0.3638
1522320,0.11305
1522321,0.1054
1522322,0.07361
1522323,0.08602
1522400,0
1522401,0
1522402,0
1522403,0
1522404,0
1522405,0
1522406,0
1522407,0
1522408,0
1522409,0
1522410,0
1522411,0.01479
1522412,0.247945
1522413,0.41378
1522414,0.560405
1522415,0.675155
1522416,0.74936
1522417,0.3751319
1522418,0.7242
1522419,0.6324
1522420,0.4981
1522421,0.4046
1522422,0.096475
1522423,0.046665
1522500,0
1522501,0
1522502,0
1522503,0
1522504,0
1522505,0
1522506,0
1522507,0
1522508,0
1522509,0
1522510,0
1522511,0.084915
1522512,0.246755
1522513,0.41616
1522514,0.56542
1522515,0.682975
1522516,0.75905
1522517,0.782595
1522518,0.73865
1522519,0.67575
1522520,0.57715
1522521,0.37145
1522522,0.238085
1522523,0.085425
1522600,0
1522601,0
1522602,0
1522603,0
1522604,0
1522605,0
1522606,0
1522607,0
1522608,0
1522609,0
1522610,0
1522611,0.0765
1522612,0.13566
1522613,0.094775
1522614,0.40562
1522615,0.33252
1522616,0.61404
1522617,0.69955
1522618,0.6851
1522619,0.63495
1522620,0.493
1522621,0.323
1522622,0.18751
1522623,0.02839
1522700,0
1522701,0
1522702,0
1522703,0
1522704,0
1522705,0
1522706,0
1522707,0
1522708,0
1522709,0
1522710,0
1522711,0.01921
1522712,0.0697
1522713,0.155125
1522714,0.12342
1522715,0.216495
1522716,0.062985
1522717,0.34
1522718,0.3944
1522719,0.0187
1522720,0.0238
1522721,0.05015
1522722,0.05066
1522723,0.01819
1522800,0
1522801,0
1522802,0
1522803,0
1522804,0
1522805,0
1522806,0
1522807,0
1522808,0
1522809,0
1522810,0
1522811,0.05627
1522812,0.199325
1522813,0.3791
1522814,0.5185
1522815,0.64736
1522816,0.726155
1522817,0.75735
1522818,0.6766
1522819,0.4794
1522820,0.44115
1522821,0.39525
1522822,0.243865
1522823,0.078795
1522900,0
1522901,0
1522902,0
1522903,0
1522904,0
1522905,0
1522906,0
1522907,0
1522908,0
1522909,0
1522910,0
1522911,0.019125
1522912,0.09112
1522913,0.388195
1522914,0.429675
1522915,0.637585
1522916,0.718845
1522917,0.754205
1522918,0.72675
1522919,0.31365
1522920,0.5389
1522921,0.39525
1522922,0.172805
1522923,0.0765
1523000,0
1523001,0
1523002,0
1523003,0
1523004,0
1523005,0
1523006,0
1523007,0
1523008,0
1523009,0
1523010,0
1523011,0.001955
1523012,0.14603
1523013,0.17272
1523014,0.53278
1523015,0.060945
1523016,0.15895
1523017,0.75174
1523018,0.7276
1523019,0.65365
1523020,0.53975
1523021,0.39338
1523022,0.23052
1523023,0.073355
1523100,0
1523101,0
1523102,0
1523103,0
1523104,0
1523105,0
1523106,0
1523107,0
1523108,0
1523109,0
1523110,0
1523111,0.060435
1523112,0.2510156
1523113,0.359975
1523114,0.53159
1523115,0.6855189
1523116,0.719695
1523117,0.7038
1523118,0.6936
1523119,0.6511
1523120,0.53465
1523121,0.3893
1523122,0.227715
1523123,0.069445
1523200,0
1523201,0
1523202,0
1523203,0
1523204,0
1523205,0
1523206,0
1523207,0
1523208,0
1523209,0
1523210,0
1523211,0.068085
1523212,0.22338
1523213,0.38488
1523214,0.53142
1523215,0.664955
1523216,0.733465
1523217,0.7403499
1523218,0.714
1523219,0.6409
1523220,0.5202
1523221,0.37995
1523222,0.218535
1523223,0.06477
1523300,0
1523301,0
1523302,0
1523303,0
1523304,0
1523305,0
1523306,0
1523307,0
1523308,0
1523309,0
1523310,0
1523311,0.00669375
1523312,0.215645
1523313,0.07326999
1523314,0.27268
1523315,0.62373
1523316,0.70805
1523317,0.7361
1523318,0.7157
1523319,0.64515
1523320,0.53125
1523321,0.255
1523322,0.222105
1523323,0.065365
1523400,0
1523401,0
1523402,0
1523403,0
1523404,0
1523405,0
1523406,0
1523407,0
1523408,0
1523409,0
1523410,0
1523411,0.068085
1523412,0.0731
1523413,0.160225
1523414,0.547995
1523415,0.245225
1523416,0.74222
1523417,0.68425
1523418,0.7497
1523419,0.67065
1523420,0.54825
1523421,0.39491
1523422,0.202045
1523423,0.06545
1523500,0
1523501,0
1523502,0
1523503,0
1523504,0
1523505,0
1523506,0
1523507,0
1523508,0
1523509,0
1523510,0
1523511,0.033575
1523512,0.222785
1523513,0.380375
1523514,0.532185
1523515,0.486115
1523516,0.27625
1523517,0.66844
1523518,0.7089
1523519,0.408
1523520,0.52785
1523521,0.378165
1523522,0.21471
1523523,0.060435
1523600,0
1523601,0
1523602,0
1523603,0
1523604,0
1523605,0
1523606,0
1523607,0
1523608,0
1523609,0
1523610,0
1523611,0.057715
1523612,0.21811
1523613,0.38233
1523614,0.5270849
1523615,0.64124
1523616,0.72573
1523617,0.75735
1523618,0.7038
1523619,0.62985
1523620,0.51595
1523621,0.36992
1523622,0.22117
1523623,0.05355
1523700,0
1523701,0
1523702,0
1523703,0
1523704,0
1523705,0
1523706,0
1523707,0
1523708,0
1523709,0
1523710,0
1523711,0.056865
1523712,0.2347594
1523713,0.37145
1523714,0.518075
1523715,0.6324
1523716,0.711875
1523717,0.73695
1523718,0.71145
1523719,0.55335
1523720,0.4811
1523721,0.37162
1523722,0.20485
1523723,0.051935
1523800,0
1523801,0
1523802,0
1523803,0
1523804,0
1523805,0
1523806,0
1523807,0
1523808,0
1523809,0
1523810,0
1523811,0.05865
1523812,0.21726
1523813,0.382415
1523814,0.5313349
1523815,0.648975
1523816,0.72165
1523817,0.7446
1523818,0.71825
1523819,0.64345
1523820,0.5236
1523821,0.373915
1523822,0.208335
1523823,0.050915
1523900,0
1523901,0
1523902,0
1523903,0
1523904,0
1523905,0
1523906,0
1523907,0
1523908,0
1523909,0
1523910,0
1523911,0.05559
1523912,0.21318
1523913,0.37876
1523914,0.5273401
1523915,0.6642842
1523916,0.71927
1523917,0.73508
1523918,0.7004
1523919,0.62645
1523920,0.51595
1523921,0.3952555
1523922,0.201195
1523923,0.04624
1524000,0
1524001,0
1524002,0
1524003,0
1524004,0
1524005,0
1524006,0
1524007,0
1524008,0
1524009,0
1524010,0
1524011,0.054145
1524012,0.21318
1524013,0.380545
1524014,0.52989
1524015,0.64906
1524016,0.70431
1524017,0.71111
1524018,0.71995
1524019,0.64345
1524020,0.52275
1524021,0.36941
1524022,0.200175
1524023,0.04352
1524100,0
1524101,0
1524102,0
1524103,0
1524104,0
1524105,0
1524106,0
1524107,0
1524108,0
1524109,0
1524110,0
1524111,0.05185
1524112,0.209015
1524113,0.375105
1524114,0.523515
1524115,0.640645
1524116,0.71315
1524117,0.73508
1524118,0.67745
1524119,0.6273
1524120,0.50745
1524121,0.35394
1524122,0.190825
1524123,0.039185
1524200,0
1524201,0
1524202,0
1524203,0
1524204,0
1524205,0
1524206,0
1524207,0
1524208,0
1524209,0
1524210,0
1524211,0.04800309
1524212,0.202385
1524213,0.36652
1524214,0.512635
1524215,0.62509
1524216,0.6692901
1524217,0.711705
1524218,0.64345
1524219,0.60435
1524220,0.4913
1524221,0.33575
1524222,0.18071
1524223,0.03434
1524300,0
1524301,0
1524302,0
1524303,0
1524304,0
1524305,0
1524306,0
1524307,0
1524308,0
1524309,0
1524310,0
1524311,0.04387083
1524312,0.19312
1524313,0.352835
1524314,0.4981
1524315,0.62033
1524316,0.66708
1524317,0.6902
1524318,0.6409
1524319,0.53125
1524320,0.3808
1524321,0.33898
1524322,0.17748
1524323,0.04165
1524400,0
1524401,0
1524402,0
1524403,0
1524404,0
1524405,0
1524406,0
1524407,0
1524408,0
1524409,0
1524410,0
1524411,0.03893
1524412,0.19516
1524413,0.357595
1524414,0.5083
1524415,0.621605
1524416,0.66657
1524417,0.57137
1524418,0.6392
1524419,0.56355
1524420,0.476
1524421,0.33864
1524422,0.175865
1524423,0.02907
1524500,0
1524501,0
1524502,0
1524503,0
1524504,0
1524505,0
1524506,0
1524507,0
1524508,0
1524509,0
1524510,0
1524511,0.03573529
1524512,0.194735
1524513,0.35547
1524514,0.505155
1524515,0.58021
1524516,0.69462
1524517,0.7157
1524518,0.62645
1524519,0.595
1524520,0.357
1524521,0.337025
1524522,0.172465
1524523,0.02618
1524600,0
1524601,0
1524602,0
1524603,0
1524604,0
1524605,0
1524606,0
1524607,0
1524608,0
1524609,0
1524610,0
1524611,0.03175836
1524612,0.192865
1524613,0.35615
1524614,0.50218
1524615,0.017255
1524616,0.039865
1524617,0.708985
1524618,0.67915
1524619,0.60095
1524620,0.48025
1524621,0.33099
1524622,0.167195
1524623,0.022865
1524700,0
1524701,0
1524702,0
1524703,0
1524704,0
1524705,0
1524706,0
1524707,0
1524708,0
1524709,0
1524710,0
1524711,0.02786346
1524712,0.185385
1524713,0.360995
1524714,0.473365
1524715,0.625855
1524716,0.59738
1524717,0.71349
1524718,0.46325
1524719,0.4998
1524720,0.12155
1524721,0.302685
1524722,0.1598
1524723,0.020655
1524800,0
1524801,0
1524802,0
1524803,0
1524804,0
1524805,0
1524806,0
1524807,0
1524808,0
1524809,0
1524810,0
1524811,0.0240705
1524812,0.18836
1524813,0.355215
1524814,0.50694
1524815,0.543575
1524816,0.700995
1524817,0.68816
1524818,0.69275
1524819,0.61455
1524820,0.4913
1524821,0.31654
1524822,0.166175
1524823,0.018785
1524900,0
1524901,0
1524902,0
1524903,0
1524904,0
1524905,0
1524906,0
1524907,0
1524908,0
1524909,0
1524910,0
1524911,0.02040331
1524912,0.1921
1524913,0.35921
1524914,0.04675
1524915,0.6132751
1524916,0.694705
1524917,0.100385
1524918,0.6868
1524919,0.6069
1524920,0.4811
1524921,0.325125
1524922,0.15742
1524923,0.015215
1525000,0
1525001,0
1525002,0
1525003,0
1525004,0
1525005,0
1525006,0
1525007,0
1525008,0
1525009,0
1525010,0
1525011,0.01689066
1525012,0.184195
1525013,0.34833
1525014,0.49402
1525015,0.570605
1525016,0.678215
1525017,0.696575
1525018,0.66555
1525019,0.5848
1525020,0.4953413
1525021,0.3213
1525022,0.1687739
1525023,0.01577812
1525100,0
1525101,0
1525102,0
1525103,0
1525104,0
1525105,0
1525106,0
1525107,0
1525108,0
1525109,0
1525110,0
1525111,0.01356747
1525112,0.2178919
1525113,0.351815
1525114,0.481525
1525115,0.59449
1525116,0.637075
1525117,0.685355
1525118,0.6545
1525119,0.578
1525120,0.457895
1525121,0.30719
1525122,0.14467
1525123,0.009775
1525200,0
1525201,0
1525202,0
1525203,0
1525204,0
1525205,0
1525206,0
1525207,0
1525208,0
1525209,0
1525210,0
1525211,0.01037
1525212,0.170255
1525213,0.10965
1525214,0.23205
1525215,0.55845
1525216,0.59738
1525217,0.634355
1525218,0.62135
1525219,0.53125
1525220,0.374
1525221,0.29393
1525222,0.047005
1525223,0.005015
1525300,0
1525301,0
1525302,0
1525303,0
1525304,0
1525305,0
1525306,0
1525307,0
1525308,0
1525309,0
1525310,0
1525311,0.007668591
1525312,0.0592875
1525313,0.34714
1525314,0.49708
1525315,0.606475
1525316,0.657815
1525317,0.697255
1525318,0.66045
1525319,0.4114
1525320,0.23953
1525321,0.155975
1525322,0.14467
1525323,0.005525
1525400,0
1525401,0
1525402,0
1525403,0
1525404,0
1525405,0
1525406,0
1525407,0
1525408,0
1525409,0
1525410,0
1525411,0.005206189
1525412,0.16575
1525413,0.326145
1525414,0.45832
1525415,0.61659
1525416,0.500905
1525417,0.471325
1525418,0.64685
1525419,0.5882
1525420,0.202215
1525421,0.29512
1525422,0.139145
1525423,0.00357
1525500,0
1525501,0
1525502,0
1525503,0
1525504,0
1525505,0
1525506,0
1525507,0
1525508,0
1525509,0
1525510,0
1525511,0.003159981
1525512,0.167195
1525513,0.328185
1525514,0.433755
1525515,0.558875
1525516,0.63036
1525517,0.62101
1525518,0.60265
1525519,0.27455
1525520,0.45305
1525521,0.29274
1525522,0.131155
1525523,0.00221
1525600,0
1525601,0
1525602,0
1525603,0
1525604,0
1525605,0
1525606,0
1525607,0
1525608,0
1525609,0
1525610,0
1525611,0.001603628
1525612,0.16626
1525613,0.329205
1525614,0.475915
1525615,0.580125
1525616,0.64124
1525617,0.67813
1525618,0.64141
1525619,0.561
1525620,0.437495
1525621,0.119765
1525622,0.062475
1525623,0.00034
1525700,0
1525701,0
1525702,0
1525703,0
1525704,0
1525705,0
1525706,0
1525707,0
1525708,0
1525709,0
1525710,0
1525711,0.000592642
1525712,0.1666
1525713,0.329885
1525714,0.475405
1525715,0.306765
1525716,0.53465
1525717,0.68561
1525718,0.651865
1525719,0.5609151
1525720,0.02465
1525721,0.288065
1525722,0.12461
1525723,0
1525800,0
1525801,0
1525802,0
1525803,0
1525804,0
1525805,0
1525806,0
1525807,0
1525808,0
1525809,0
1525810,0
1525811,0.000113302
1525812,0.165665
1525813,0.32844
1525814,0.47668
1525815,0.590835
1525816,0.63648
1525817,0.65467
1525818,0.645065
1525819,0.56355
1525820,0.38165
1525821,0.264775
1525822,0.105655
1525823,0
1525900,0
1525901,0
1525902,0
1525903,0
1525904,0
1525905,0
1525906,0
1525907,0
1525908,0
1525909,0
1525910,0
1525911,0
1525912,0.02257813
1525913,0.070975
1525914,0.10897
1525915,0.11373
1525916,0.139315
1525917,0.151895
1525918,0.42925
1525919,0.4658
1525920,0.436475
1525921,0.27982
1525922,0.11407
1525923,0
1526000,0
1526001,0
1526002,0
1526003,0
1526004,0
1526005,0
1526006,0
1526007,0
1526008,0
1526009,0
1526010,0
1526011,0
1526012,0.161245
1526013,0.32538
1526014,0.035105
1526015,0.6137
1526016,0.168555
1526017,0.519945
1526018,0.5304
1526019,0.4913
1526020,0.35275
1526021,0.25772
1526022,0.104295
1526023,0
1526100,0
1526101,0
1526102,0
1526103,0
1526104,0
1526105,0
1526106,0
1526107,0
1526108,0
1526109,0
1526110,0
1526111,0
1526112,0.15623
1526113,0.31926
1526114,0.466055
1526115,0.6016937
1526116,0.6690711
1526117,0.66861
1526118,0.634185
1526119,0.5508
1526120,0.42534
1526121,0.269195
1526122,0.014535
1526123,0
1526200,0
1526201,0
1526202,0
1526203,0
1526204,0
1526205,0
1526206,0
1526207,0
1526208,0
1526209,0
1526210,0
1526211,0
1526212,0.08069687
1526213,0.19465
1526214,0.35666
1526215,0.5991969
1526216,0.09248
1526217,0.64226
1526218,0.59585
1526219,0.1759507
1526220,0.07565
1526221,0.02414
1526222,0.01836
1526223,0
1526300,0
1526301,0
1526302,0
1526303,0
1526304,0
1526305,0
1526306,0
1526307,0
1526308,0
1526309,0
1526310,0
1526311,0
1526312,0.06910501
1526313,0.18088
1526314,0.18887
1526315,0.224315
1526316,0.35445
1526317,0.632145
1526318,0.59925
1526319,0.5304
1526320,0.22185
1526321,0.26316
1526322,0.09809
1526323,0
1526400,0
1526401,0
1526402,0
1526403,0
1526404,0
1526405,0
1526406,0
1526407,0
1526408,0
1526409,0
1526410,0
1526411,0
1526412,0.04733437
1526413,0.321895
1526414,0.334305
1526415,0.583525
1526416,0.650165
1526417,0.64787
1526418,0.61727
1526419,0.540005
1526420,0.411145
1526421,0.255765
1526422,0.03893
1526423,0
1526500,0
1526501,0
1526502,0
1526503,0
1526504,0
1526505,0
1526506,0
1526507,0
1526508,0
1526509,0
1526510,0
1526511,0
1526512,0.143395
1526513,0.3278875
1526514,0.438345
1526515,0.5834188
1526516,0.283135
1526517,0.27991
1526518,0.13243
1526519,0.20825
1526520,0.38505
1526521,0.2312
1526522,0.08177
1526523,0
1526600,0
1526601,0
1526602,0
1526603,0
1526604,0
1526605,0
1526606,0
1526607,0
1526608,0
1526609,0
1526610,0
1526611,0
1526612,0.1425084
1526613,0.30923
1526614,0.45662
1526615,0.5678
1526616,0.635545
1526617,0.64974
1526618,0.612255
1526619,0.526575
1526620,0.400265
1526621,0.245905
1526622,0.08406501
1526623,0
1526700,0
1526701,0
1526702,0
1526703,0
1526704,0
1526705,0
1526706,0
1526707,0
1526708,0
1526709,0
1526710,0
1526711,0
1526712,0.1374385
1526713,0.305235
1526714,0.44948
1526715,0.56253
1526716,0.628575
1526717,0.642515
1526718,0.603755
1526719,0.51714
1526720,0.391
1526721,0.236555
1526722,0.077265
1526723,0
1526800,0
1526801,0
1526802,0
1526803,0
1526804,0
1526805,0
1526806,0
1526807,0
1526808,0
1526809,0
1526810,0
1526811,0
1526812,0.1323768
1526813,0.295035
1526814,0.44302
1526815,0.553605
1526816,0.601545
1526817,0.637075
1526818,0.58242
1526819,0.25993
1526820,0.266985
1526821,0.23188
1526822,0.073695
1526823,0
1526900,0
1526901,0
1526902,0
1526903,0
1526904,0
1526905,0
1526906,0
1526907,0
1526908,0
1526909,0
1526910,0
1526911,0
1526912,0.098345
1526913,0.278205
1526914,0.37366
1526915,0.5661531
1526916,0.588455
1526917,0.628235
1526918,0.58446
1526919,0.51051
1526920,0.36567
1526921,0.229585
1526922,0.07038
1526923,0
1527000,0
1527001,0
1527002,0
1527003,0
1527004,0
1527005,0
1527006,0
1527007,0
1527008,0
1527009,0
1527010,0
1527011,0
1527012,0.122289
1527013,0.302685
1527014,0.449565
1527015,0.5715187
1527016,0.6333532
1527017,0.5970401
1527018,0.554625
1527019,0.3145
1527020,0.28594
1527021,0.16847
1527022,0.0750125
1527023,0
1527100,0
1527101,0
1527102,0
1527103,0
1527104,0
1527105,0
1527106,0
1527107,0
1527108,0
1527109,0
1527110,0
1527111,0
1527112,0.078795
1527113,0.3067437
1527114,0.291295
1527115,0.466055
1527116,0.588285
1527117,0.603925
1527118,0.6039457
1527119,0.465715
1527120,0.362865
1527121,0.23205
1527122,0.07023124
1527123,0
1527200,0
1527201,0
1527202,0
1527203,0
1527204,0
1527205,0
1527206,0
1527207,0
1527208,0
1527209,0
1527210,0
1527211,0
1527212,0.05644
1527213,0.26979
1527214,0.346205
1527215,0.51663
1527216,0.56491
1527217,0.551735
1527218,0.52513
1527219,0.437835
1527220,0.10489
1527221,0.15079
1527222,0.045305
1527223,0
1527300,0
1527301,0
1527302,0
1527303,0
1527304,0
1527305,0
1527306,0
1527307,0
1527308,0
1527309,0
1527310,0
1527311,0
1527312,0.05168
1527313,0.209355
1527314,0.392785
1527315,0.13855
1527316,0.379695
1527317,0.16116
1527318,0.24735
1527319,0.30923
1527320,0.062135
1527321,0.0544
1527322,0.021505
1527323,0
1527400,0
1527401,0
1527402,0
1527403,0
1527404,0
1527405,0
1527406,0
1527407,0
1527408,0
1527409,0
1527410,0
1527411,0
1527412,0.03893
1527413,0.169405
1527414,0.14705
1527415,0.44438
1527416,0.58871
1527417,0.6035
1527418,0.189805
1527419,0.11645
1527420,0.32419
1527421,0.197455
1527422,0.053295
1527423,0
1527500,0
1527501,0
1527502,0
1527503,0
1527504,0
1527505,0
1527506,0
1527507,0
1527508,0
1527509,0
1527510,0
1527511,0
1527512,0.05457
1527513,0.06732
1527514,0.050405
1527515,0.544255
1527516,0.60656
1527517,0.246585
1527518,0.56593
1527519,0.08636
1527520,0.061625
1527521,0.048705
1527522,0.00612
1527523,0
1527600,0
1527601,0
1527602,0
1527603,0
1527604,0
1527605,0
1527606,0
1527607,0
1527608,0
1527609,0
1527610,0
1527611,0
1527612,0.01615
1527613,0.04488
1527614,0.41786
1527615,0.09622
1527616,0.12801
1527617,0.597125
1527618,0.13005
1527619,0.11968
1527620,0.089675
1527621,0.08313
1527622,0.046665
1527623,0
1527700,0
1527701,0
1527702,0
1527703,0
1527704,0
1527705,0
1527706,0
1527707,0
1527708,0
1527709,0
1527710,0
1527711,0
1527712,0.0544
1527713,0.11662
1527714,0.31892
1527715,0.374765
1527716,0.24599
1527717,0.585905
1527718,0.55233
1527719,0.466055
1527720,0.312545
1527721,0.18904
1527722,0.040545
1527723,0
1527800,0
1527801,0
1527802,0
1527803,0
1527804,0
1527805,0
1527806,0
1527807,0
1527808,0
1527809,0
1527810,0
1527811,0
1527812,0.062305
1527813,0.2865398
1527814,0.32062
1527815,0.51017
1527816,0.58599
1527817,0.6307688
1527818,0.55896
1527819,0.4988063
1527820,0.34221
1527821,0.186405
1527822,0.04435937
1527823,0
1527900,0
1527901,0
1527902,0
1527903,0
1527904,0
1527905,0
1527906,0
1527907,0
1527908,0
1527909,0
1527910,0
1527911,0
1527912,0.078096
1527913,0.26282
1527914,0.40545
1527915,0.51306
1527916,0.576215
1527917,0.56763
1527918,0.51323
1527919,0.461465
1527920,0.333285
1527921,0.17935
1527922,0.03196
1527923,0
1528000,0
1528001,0
1528002,0
1528003,0
1528004,0
1528005,0
1528006,0
1528007,0
1528008,0
1528009,0
1528010,0
1528011,0
1528012,0.07337889
1528013,0.241995
1528014,0.380205
1528015,0.227885
1528016,0.441065
1528017,0.49555
1528018,0.4267
1528019,0.37468
1528020,0.32929
1528021,0.175695
1528022,0.02907
1528023,0
1528100,0
1528101,0
1528102,0
1528103,0
1528104,0
1528105,0
1528106,0
1528107,0
1528108,0
1528109,0
1528110,0
1528111,0
1528112,0.06871608
1528113,0.25551
1528114,0.396695
1528115,0.124355
1528116,0.542385
1528117,0.080155
1528118,0.471325
1528119,0.26826
1528120,0.067235
1528121,0.170935
1528122,0.02074
1528123,0
1528200,0
1528201,0
1528202,0
1528203,0
1528204,0
1528205,0
1528206,0
1528207,0
1528208,0
1528209,0
1528210,0
1528211,0
1528212,0.03213
1528213,0.11135
1528214,0.195075
1528215,0.28577
1528216,0.224995
1528217,0.056185
1528218,0.045815
1528219,0.01071
1528220,0.01003
1528221,0.0119
1528222,0.001785
1528223,0
1528300,0
1528301,0
1528302,0
1528303,0
1528304,0
1528305,0
1528306,0
1528307,0
1528308,0
1528309,0
1528310,0
1528311,0
1528312,0.05957437
1528313,0.2601904
1528314,0.40902
1528315,0.44625
1528316,0.584375
1528317,0.5491
1528318,0.52105
1528319,0.461125
1528320,0.328015
1528321,0.170765
1528322,0.01836
1528323,0
1528400,0
1528401,0
1528402,0
1528403,0
1528404,0
1528405,0
1528406,0
1528407,0
1528408,0
1528409,0
1528410,0
1528411,0
1528412,0.05510711
1528413,0.252705
1528414,0.39457
1528415,0.31263
1528416,0.56457
1528417,0.55199
1528418,0.44472
1528419,0.382585
1528420,0.31501
1528421,0.02431
1528422,0.00357
1528423,0
1528500,0
1528501,0
1528502,0
1528503,0
1528504,0
1528505,0
1528506,0
1528507,0
1528508,0
1528509,0
1528510,0
1528511,0
1528512,0.05071757
1528513,0.246245
1528514,0.387855
1528515,0.496315
1528516,0.56236
1528517,0.57545
1528518,0.265455
1528519,0.21998
1528520,0.306765
1528521,0.15249
1528522,0.01462
1528523,0
1528600,0
1528601,0
1528602,0
1528603,0
1528604,0
1528605,0
1528606,0
1528607,0
1528608,0
1528609,0
1528610,0
1528611,0
1528612,0.04641305
1528613,0.096475
1528614,0.35105
1528615,0.473025
1528616,0.213775
1528617,0.440895
1528618,0.26656
1528619,0.2737
1528620,0.252705
1528621,0.01632669
1528622,0.01207
1528623,0
1528700,0
1528701,0
1528702,0
1528703,0
1528704,0
1528705,0
1528706,0
1528707,0
1528708,0
1528709,0
1528710,0
1528711,0
1528712,0.04220163
1528713,0.23783
1528714,0.37536
1528715,0.47396
1528716,0.53108
1528717,0.516205
1528718,0.2397
1528719,0.13549
1528720,0.15793
1528721,0.148155
1528722,0.01071
1528723,0
1528800,0
1528801,0
1528802,0
1528803,0
1528804,0
1528805,0
1528806,0
1528807,0
1528808,0
1528809,0
1528810,0
1528811,0
1528812,0.03809233
1528813,0.019805
1528814,0.031535
1528815,0.1167688
1528816,0.5328264
1528817,0.076755
1528818,0.524025
1528819,0.43265
1528820,0.073185
1528821,0.038335
1528822,0.00833
1528823,0
1528900,0
1528901,0
1528902,0
1528903,0
1528904,0
1528905,0
1528906,0
1528907,0
1528908,0
1528909,0
1528910,0
1528911,0
1528912,0.0119
1528913,0.0357
1528914,0.373915
1528915,0.48705
1528916,0.54791
1528917,0.493425
1528918,0.4216
1528919,0.346375
1528920,0.224485
1528921,0.139825
1528922,0.00697
1528923,0
1529000,0
1529001,0
1529002,0
1529003,0
1529004,0
1529005,0
1529006,0
1529007,0
1529008,0
1529009,0
1529010,0
1529011,0
1529012,0.03022181
1529013,0.2242247
1529014,0.379185
1529015,0.49028
1529016,0.552075
1529017,0.55539
1529018,0.31705
1529019,0.42415
1529020,0.288745
1529021,0.140165
1529022,0.004505
1529023,0
1529100,0
1529101,0
1529102,0
1529103,0
1529104,0
1529105,0
1529106,0
1529107,0
1529108,0
1529109,0
1529110,0
1529111,0
1529112,0.02648496
1529113,0.2192117
1529114,0.365075
1529115,0.46937
1529116,0.5287
1529117,0.53805
1529118,0.49793
1529119,0.40749
1529120,0.278885
1529121,0.13736
1529122,0.00272
1529123,0
1529200,0
1529201,0
1529202,0
1529203,0
1529204,0
1529205,0
1529206,0
1529207,0
1529208,0
1529209,0
1529210,0
1529211,0
1529212,0.02289948
1529213,0.2142362
1529214,0.36125
1529215,0.46733
1529216,0.538475
1529217,0.546975
1529218,0.502095
1529219,0.42228
1529220,0.283645
1529221,0.12818
1529222,0.001445
1529223,0
1529300,0
1529301,0
1529302,0
1529303,0
1529304,0
1529305,0
1529306,0
1529307,0
1529308,0
1529309,0
1529310,0
1529311,0
1529312,0.01948236
1529313,0.2093003
1529314,0.357935
1529315,0.47107
1529316,0.5321
1529317,0.53924
1529318,0.49555
1529319,0.40443
1529320,0.27574
1529321,0.12563
1529322,0.000255
1529323,0
1529400,0
1529401,0
1529402,0
1529403,0
1529404,0
1529405,0
1529406,0
1529407,0
1529408,0
1529409,0
1529410,0
1529411,0
1529412,0.01625309
1529413,0.2044061
1529414,0.34731
1529415,0.4505
1529416,0.509575
1529417,0.517735
1529418,0.477105
1529419,0.388535
1529420,0.26265
1529421,0.115175
1529422,0
1529423,0
1529500,0
1529501,0
1529502,0
1529503,0
1529504,0
1529505,0
1529506,0
1529507,0
1529508,0
1529509,0
1529510,0
1529511,0
1529512,0.01323417
1529513,0.1995557
1529514,0.34306
1529515,0.44591
1529516,0.50558
1529517,0.514505
1529518,0.47005
1529519,0.38029
1529520,0.25381
1529521,0.108545
1529522,0
1529523,0
1529600,0
1529601,0
1529602,0
1529603,0
1529604,0
1529605,0
1529606,0
1529607,0
1529608,0
1529609,0
1529610,0
1529611,0
1529612,0.01045144
1529613,0.01731875
1529614,0.356235
1529615,0.02130312
1529616,0.08484063
1529617,0.53193
1529618,0.490875
1529619,0.3995
1529620,0.268005
1529621,0.115685
1529622,0
1529623,0
1529700,0
1529701,0
1529702,0
1529703,0
1529704,0
1529705,0
1529706,0
1529707,0
1529708,0
1529709,0
1529710,0
1529711,0
1529712,0.007934309
1529713,0.0986
1529714,0.195075
1529715,0.077265
1529716,0.10914
1529717,0.286535
1529718,0.28492
1529719,0.365075
1529720,0.138125
1529721,0.05389
1529722,0
1529723,0
1529800,0
1529801,0
1529802,0
1529803,0
1529804,0
1529805,0
1529806,0
1529807,0
1529808,0
1529809,0
1529810,0
1529811,0
1529812,0.005715656
1529813,0.025755
1529814,0.07964499
1529815,0.15334
1529816,0.15266
1529817,0.079305
1529818,0.26741
1529819,0.194565
1529820,0.11067
1529821,0.102085
1529822,0
1529823,0
1529900,0
1529901,0
1529902,0
1529903,0
1529904,0
1529905,0
1529906,0
1529907,0
1529908,0
1529909,0
1529910,0
1529911,0
1529912,0.00383074
1529913,0.1806317
1529914,0.343655
1529915,0.05185
1529916,0.406045
1529917,0.5185
1529918,0.477105
1529919,0.303705
1529920,0.07743499
1529921,0.052445
1529922,0
1529923,0
1530000,0
1530001,0
1530002,0
1530003,0
1530004,0
1530005,0
1530006,0
1530007,0
1530008,0
1530009,0
1530010,0
1530011,0
1530012,0.002314211
1530013,0.1760301
1530014,0.339065
1530015,0.43384
1530016,0.476765
1530017,0.46869
1530018,0.436475
1530019,0.327335
1530020,0.240975
1530021,0.10115
1530022,0
1530023,0
1530100,0
1530101,0
1530102,0
1530103,0
1530104,0
1530105,0
